SA4_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
211,7022,3219,3502,6721,3125,3233,6359,3153,3454,6606,3099,3203,6299,16018,16996,33012,2985,3204,6187,2843,3175,6016,2741,3049,5787,2709,3013,5726,2656,3009,5665,13936,15444,29378,2664,2918,5581,2432,2779,5215,2434,2644,5074,2437,2669,5108,2584,2825,5409,12553,13843,26392,2108,2358,4471,1957,2161,4118,1827,2144,3973,1701,1918,3620,1652,1848,3501,9252,10440,19690,1532,1656,3193,1381,1615,2998,1312,1469,2777,1185,1492,2682,1130,1353,2478,6535,7584,14119,4267,5549,9816,2622,4052,6675,994,2065,3065,207,607,814,15,73,87,244075,255533,499608
212,8612,4247,4479,8723,4096,4215,8310,4083,4224,8312,3708,4009,7717,20367,21304,41671,3840,3920,7760,3504,3822,7327,3461,3632,7100,3354,3547,6899,3162,3430,6591,17320,18350,35674,3107,3421,6528,2979,3218,6201,2894,3257,6148,2899,3235,6131,2989,3384,6376,14870,16515,31386,2562,2735,5293,2441,2643,5080,2346,2544,4898,2031,2266,4299,2119,2290,4407,11496,12476,23972,1847,2157,3999,1901,2056,3963,1803,2023,3830,1635,1901,3540,1521,1657,3176,8710,9797,18508,5976,7427,13403,3506,5182,8683,1290,2383,3682,228,612,840,23,84,103,376466,378804,755265
213,8073,3903,4148,8048,3784,3912,7698,3544,3910,7455,3418,3675,7091,18595,19771,38368,3528,3599,7134,3328,3518,6843,3158,3332,6496,3079,3260,6342,2853,3088,5942,15948,16794,32744,2865,3069,5928,2692,2813,5503,2686,2668,5357,2522,2619,5140,2526,2627,5153,13292,13791,27083,2109,2197,4308,1896,1909,3807,1869,1899,3774,1516,1695,3216,1446,1613,3057,8842,9315,18152,1406,1513,2920,1293,1479,2771,1191,1342,2530,1118,1297,2417,1074,1264,2334,6080,6899,12977,3908,5308,9216,2205,3517,5725,776,1597,2380,157,376,535,22,41,62,362540,364901,727443
214,4051,1820,2025,3839,1886,2013,3893,1771,1980,3751,1736,1898,3630,9179,9982,19167,1827,1912,3740,1688,1884,3571,1565,1922,3488,1697,1923,3619,1696,1827,3523,8465,9476,17942,1647,1908,3557,1651,1896,3545,1607,1774,3381,1665,1939,3603,1835,2076,3912,8406,9599,18002,1555,1755,3311,1454,1640,3086,1325,1579,2905,1253,1412,2663,1220,1421,2640,6805,7807,14610,1145,1257,2401,1110,1191,2308,1035,1155,2186,927,1087,2011,869,1041,1913,5094,5728,10818,3390,4152,7541,2087,2875,4963,785,1368,2148,174,423,599,8,50,63,140290,148846,289142
215,2259,1111,1085,2190,1139,1068,2201,1067,1113,2182,1130,1064,2193,5551,5480,11035,1005,1082,2092,1078,1064,2145,1025,964,1989,1105,1033,2142,1070,943,2011,5293,5083,10373,1038,962,2001,1051,1018,2071,938,929,1864,926,927,1858,1014,946,1965,4969,4782,9760,790,776,1565,799,765,1559,715,750,1464,639,685,1321,746,775,1520,3688,3743,7432,655,705,1358,599,647,1242,570,638,1203,561,591,1149,473,564,1037,2858,3148,6002,1925,2434,4356,1219,1824,3037,449,936,1388,106,226,334,13,42,60,74721,75314,150035
216,1876,935,912,1847,879,870,1747,879,824,1700,876,833,1714,4487,4401,8895,876,892,1762,783,892,1674,821,890,1710,820,870,1688,893,876,1765,4189,4412,8596,832,867,1695,821,859,1684,796,770,1564,821,792,1613,791,842,1641,4062,4128,8194,739,726,1458,693,621,1316,678,652,1331,593,581,1170,579,626,1206,3279,3208,6489,577,534,1113,530,567,1098,504,467,971,452,513,968,451,448,894,2513,2531,5038,1614,1963,3575,932,1344,2272,369,669,1037,61,179,238,12,22,37,64500,65469,129971
217,1835,859,916,1771,894,953,1848,880,943,1822,867,903,1768,4372,4678,9053,891,912,1803,877,915,1794,882,889,1763,853,847,1705,898,863,1757,4397,4427,8823,845,877,1722,844,867,1709,784,748,1531,760,760,1516,869,820,1686,4104,4062,8162,678,676,1352,667,615,1284,554,664,1221,556,539,1100,558,580,1137,3010,3077,6093,489,530,1019,458,529,993,427,455,881,375,470,845,388,464,856,2140,2453,4595,1447,1867,3319,857,1386,2246,330,685,1017,65,166,234,13,15,31,60506,62189,122701
297,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,29
299,86,46,36,81,64,39,101,38,32,73,43,37,84,237,188,425,47,56,105,43,24,61,45,31,76,45,20,63,52,34,87,219,169,390,37,25,65,40,31,68,32,31,68,36,34,66,34,24,50,170,141,311,24,25,51,22,10,35,26,14,40,17,8,23,19,8,31,112,62,174,15,8,15,7,4,16,7,11,15,15,8,24,8,7,9,48,32,78,32,16,45,5,24,26,3,3,8,0,3,3,0,0,0,4331,3238,7565
301,3232,1453,1642,3094,1460,1630,3094,1463,1495,2958,1338,1433,2766,7332,7811,15140,1385,1352,2739,1298,1446,2743,1253,1361,2613,1295,1383,2670,1250,1372,2624,6486,6909,13396,1219,1292,2513,1206,1299,2509,1128,1263,2389,1170,1230,2401,1205,1258,2462,5923,6342,12269,992,1088,2083,1003,998,1995,878,948,1830,713,858,1576,779,866,1641,4360,4756,9119,640,789,1429,668,710,1375,591,630,1223,560,663,1226,510,578,1090,2970,3376,6346,1933,2436,4367,1169,1835,3001,449,877,1325,97,233,327,11,45,48,109216,113876,223095
302,2605,1160,1264,2424,1179,1216,2390,1048,1165,2217,1031,1111,2144,5654,6125,11774,1070,1160,2231,1024,1099,2120,955,1049,2000,974,1077,2055,955,1017,1975,4978,5409,10380,898,938,1835,827,954,1781,878,909,1790,822,957,1778,873,969,1839,4295,4726,9016,709,825,1535,665,818,1489,630,787,1418,607,729,1338,574,712,1282,3187,3875,7060,532,662,1193,511,644,1162,517,684,1205,443,582,1022,417,609,1026,2424,3181,5604,1806,2637,4444,1199,2045,3241,473,1061,1537,86,291,378,12,38,42,100252,106264,206522
303,3833,1796,1948,3743,1730,1867,3592,1625,1828,3453,1644,1848,3497,8667,9455,18127,1547,1680,3228,1512,1664,3173,1501,1666,3162,1442,1568,3007,1374,1502,2878,7376,8076,15454,1290,1421,2713,1287,1399,2686,1296,1309,2606,1213,1336,2550,1217,1340,2556,6296,6807,13107,1051,1045,2092,985,1163,2151,904,1073,1973,793,862,1657,801,917,1716,4534,5057,9589,777,858,1637,723,819,1542,661,791,1448,618,745,1366,584,738,1324,3364,3959,7320,2242,3123,5367,1457,2479,3940,569,1303,1876,127,337,461,5,31,33,167372,173194,340569
304,2133,982,1026,2014,935,1085,2020,891,1042,1928,946,1011,1950,4784,5255,10042,938,996,1930,832,889,1721,801,892,1692,842,917,1762,839,937,1770,4244,4625,8871,760,913,1669,838,878,1712,766,870,1636,728,812,1538,814,941,1758,3903,4410,8317,646,728,1376,657,672,1328,641,673,1321,510,573,1090,524,522,1038,2983,3170,6149,453,499,949,401,479,875,435,428,865,355,393,749,307,431,741,1956,2229,4178,1169,1614,2785,832,1313,2143,329,772,1098,64,252,320,7,28,41,87361,91627,178991
305,2744,1308,1311,2616,1267,1232,2501,1202,1120,2325,1216,1142,2361,6329,6206,12538,1135,1162,2297,1060,1064,2124,969,1064,2036,1053,1039,2093,992,916,1905,5209,5245,10451,901,893,1794,857,881,1743,824,849,1668,797,789,1588,841,791,1634,4225,4203,8428,692,669,1363,583,641,1225,518,560,1070,510,519,1023,456,517,969,2754,2901,5656,456,412,867,411,430,842,353,379,730,350,384,740,297,352,654,1864,1960,3824,1130,1515,2646,701,1303,2004,282,743,1023,61,169,236,5,31,34,124584,125628,250207
306,3440,1747,1705,3449,1619,1739,3365,1638,1690,3324,1614,1534,3148,8328,8399,16725,1545,1596,3134,1528,1529,3060,1500,1578,3079,1530,1386,2912,1451,1335,2785,7554,7419,14971,1482,1314,2791,1421,1257,2670,1340,1222,2562,1280,1268,2550,1346,1175,2516,6859,6230,13091,1121,1025,2148,1045,976,2024,1037,950,1988,852,821,1679,816,796,1613,4876,4570,9445,737,705,1434,694,678,1367,679,586,1270,569,572,1145,538,537,1071,3211,3074,6292,2001,2017,4021,1026,1435,2459,325,666,996,68,178,239,8,26,32,119266,120923,240190
307,1824,870,872,1739,877,856,1732,857,850,1714,871,843,1714,4391,4333,8719,832,842,1673,830,801,1623,807,728,1536,863,839,1701,858,784,1643,4191,3986,8179,845,782,1627,827,780,1606,792,712,1503,824,763,1584,849,708,1555,4132,3745,7880,716,639,1355,711,687,1398,596,622,1218,537,557,1094,548,527,1072,3114,3023,6136,522,482,1004,491,483,978,410,459,868,385,394,774,372,393,765,2183,2213,4394,1426,1491,2913,727,1031,1759,233,476,710,58,141,198,10,17,25,63708,62579,126289
308,3158,1591,1479,3072,1510,1350,2858,1498,1362,2863,1421,1253,2674,7604,7015,14622,1400,1235,2642,1309,1145,2456,1259,1175,2440,1223,1013,2233,1186,1043,2227,6373,5617,11991,1085,1026,2116,1068,972,2039,951,952,1909,1007,897,1906,1008,869,1882,5129,4718,9844,800,796,1599,778,751,1527,749,734,1481,647,640,1285,635,628,1264,3608,3547,7153,554,627,1182,576,569,1141,507,584,1088,451,476,927,418,475,898,2514,2727,5244,1575,1877,3458,863,1214,2073,272,571,846,59,154,222,11,16,20,112288,108627,220912
309,7548,3320,3659,6978,3311,3683,6994,3137,3669,6809,3181,3529,6711,16489,18554,35040,3111,3429,6540,2951,3282,6235,2960,3286,6252,2874,3294,6166,2900,3182,6086,14801,16477,31271,3052,3274,6324,2943,3302,6243,2945,3125,6066,2970,2969,5942,3103,3345,6456,15009,16017,31030,2626,2779,5406,2485,2682,5169,2351,2515,4861,1998,2145,4142,2044,2076,4119,11501,12195,23700,1854,1948,3800,1665,1839,3501,1663,1770,3430,1542,1574,3110,1362,1496,2854,8073,8624,16700,4969,5945,10912,2900,4436,7341,1262,2301,3561,270,599,877,24,66,87,277160,292835,569997
310,3990,1903,1882,3786,1820,1868,3687,1761,1856,3624,1658,1618,3278,9147,9218,18364,1719,1591,3304,1551,1593,3144,1509,1526,3033,1411,1559,2965,1551,1517,3068,7736,7787,15519,1458,1447,2902,1353,1337,2691,1266,1352,2619,1257,1297,2557,1276,1360,2631,6609,6793,13403,1094,1077,2169,1060,1095,2155,914,1020,1931,896,886,1791,865,920,1779,4825,5003,9826,774,786,1563,729,805,1541,674,764,1442,604,676,1276,564,633,1194,3345,3661,7007,1991,2449,4440,1075,1590,2666,391,760,1152,78,183,258,5,36,42,160806,162258,323069
311,3948,1816,1937,3744,1841,1881,3723,1742,1838,3586,1690,1857,3549,8993,9551,18551,1658,1730,3394,1552,1687,3239,1531,1650,3188,1535,1663,3200,1581,1646,3229,7861,8380,16247,1503,1592,3096,1475,1548,3025,1448,1475,2926,1362,1502,2867,1464,1554,3019,7259,7676,14928,1220,1237,2455,1155,1062,2216,1066,1034,2105,893,873,1770,768,842,1613,5108,5056,10157,772,785,1551,730,692,1423,589,644,1234,531,603,1137,485,572,1061,3113,3298,6405,1722,2206,3932,960,1405,2368,358,678,1036,75,170,241,8,32,41,156731,160571,317296
312,2494,1213,1142,2355,1235,1057,2287,1190,1052,2242,1111,982,2096,6084,5393,11474,1047,955,2006,1091,953,2049,1034,895,1927,965,851,1814,918,770,1691,5067,4423,9488,864,726,1590,875,755,1622,755,700,1448,769,677,1448,764,710,1472,4023,3563,7583,625,573,1199,611,539,1150,580,553,1132,506,425,930,481,443,925,2799,2535,5340,436,414,852,369,380,749,374,365,740,304,337,637,354,326,678,1824,1817,3647,1122,1309,2433,596,869,1468,192,356,552,32,96,132,5,13,13,87173,82515,169688
313,3140,1511,1581,3088,1387,1608,2997,1394,1511,2905,1385,1505,2890,7189,7821,15013,1423,1504,2934,1379,1562,2943,1312,1585,2892,1388,1593,2983,1452,1550,3007,6955,7800,14751,1397,1579,2978,1394,1588,2981,1467,1528,2991,1427,1552,2978,1513,1566,3083,7192,7822,15014,1287,1301,2588,1242,1339,2581,1108,1162,2270,1020,1094,2113,1012,1036,2049,5668,5937,11602,873,917,1792,858,886,1744,747,880,1619,732,750,1480,652,745,1396,3864,4175,8034,2361,2870,5226,1425,2001,3429,515,949,1462,101,250,349,8,28,38,115312,120771,236091
314,2417,1108,1139,2243,1064,1134,2198,1043,1068,2108,916,1090,2005,5311,5663,10972,946,963,1911,950,975,1920,885,948,1835,828,904,1732,876,931,1810,4486,4717,9197,790,918,1707,820,938,1759,802,883,1685,783,884,1672,900,904,1806,4100,4532,8629,697,748,1443,672,642,1318,589,603,1195,464,510,968,495,514,1010,2921,3009,5928,427,450,872,404,407,809,362,354,721,286,297,583,267,295,558,1742,1804,3544,874,1156,2030,512,858,1375,197,404,602,44,135,175,3,14,17,95814,99151,194969
315,1076,545,490,1033,579,502,1076,548,466,1012,518,419,939,2770,2372,5141,522,439,960,447,369,812,452,346,793,430,384,817,387,315,706,2243,1852,4090,437,345,781,371,287,650,374,241,621,311,248,562,313,290,603,1804,1413,3218,281,229,505,287,226,516,246,189,436,252,170,422,192,192,381,1262,1014,2271,205,143,352,173,134,309,146,134,280,136,97,236,114,95,214,784,606,1385,410,401,816,209,258,462,72,92,161,14,22,37,0,3,5,41464,38235,79700
316,5024,2355,2585,4937,2275,2527,4803,2214,2582,4796,2161,2435,4588,11416,12734,24153,2151,2544,4694,2170,2420,4589,2098,2397,4494,2138,2425,4565,2230,2387,4619,10791,12181,22969,2224,2418,4645,2173,2425,4593,2246,2348,4589,2205,2271,4480,2384,2509,4891,11232,11974,23200,1993,2077,4065,1829,2024,3856,1804,1956,3756,1551,1703,3252,1663,1716,3377,8849,9467,18316,1473,1574,3043,1324,1476,2797,1208,1325,2537,1124,1229,2355,1054,1143,2191,6179,6740,12927,4202,4764,8966,2397,3357,5759,874,1697,2577,200,470,675,30,50,80,167304,179214,346522
317,1974,863,1063,1931,868,924,1789,892,958,1850,878,879,1760,4461,4840,9299,787,903,1688,816,905,1717,723,856,1575,793,830,1620,752,807,1553,3859,4298,8161,737,822,1559,729,871,1604,713,725,1440,708,797,1509,806,837,1642,3695,4061,7753,624,688,1316,573,741,1318,580,632,1211,518,647,1170,493,618,1115,2797,3330,6122,509,506,1020,452,499,953,385,508,890,376,455,837,343,489,832,2064,2467,4535,1402,1937,3339,802,1388,2186,329,649,980,57,187,243,3,16,16,72238,77279,149512
318,3086,1542,1441,2984,1366,1376,2741,1395,1428,2827,1279,1319,2596,7105,7113,14222,1261,1341,2600,1265,1238,2500,1147,1208,2359,1261,1226,2487,1214,1101,2315,6152,6114,12265,1199,1125,2322,1118,1115,2234,1093,1055,2150,1073,992,2065,1137,1073,2213,5617,5366,10983,889,807,1701,839,837,1677,781,741,1525,695,717,1412,684,706,1390,3891,3810,7700,640,675,1315,567,624,1197,520,576,1093,519,536,1058,441,502,949,2691,2920,5610,1622,2021,3647,924,1336,2261,300,603,903,70,138,204,4,19,23,114674,114358,229031
319,4310,1992,2199,4188,2019,2142,4157,2047,2204,4249,2059,2210,4264,10172,11011,21182,2064,2238,4299,2105,2258,4361,2065,2231,4297,2153,2197,4349,2146,2267,4418,10533,11188,21727,2280,2273,4550,2183,2321,4504,2355,2266,4623,2328,2246,4574,2498,2475,4969,11645,11577,23221,2116,1996,4119,2127,2003,4127,1912,1771,3681,1640,1615,3256,1692,1587,3275,9485,8974,18454,1495,1463,2963,1467,1351,2822,1270,1248,2523,1146,1148,2290,1107,1086,2189,6488,6296,12779,3872,4044,7919,2003,2579,4581,681,1187,1863,143,303,440,18,41,61,142159,145725,287883
397,0,4,4,8,0,3,3,0,0,3,0,0,0,5,14,19,0,0,3,0,0,0,0,0,0,0,3,8,0,0,0,8,3,12,0,0,0,0,8,8,0,0,3,4,0,4,3,3,5,5,12,19,3,0,3,3,6,7,0,0,0,0,0,0,0,0,0,11,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,5,0,5,0,0,4,0,0,0,0,0,0,0,0,0,66,87,150
399,189,112,104,220,101,112,213,101,128,231,90,135,225,489,592,1080,133,143,270,141,126,272,142,130,271,134,119,251,111,119,226,660,639,1294,135,119,253,127,119,239,169,113,287,138,96,233,147,98,242,716,539,1253,126,69,196,88,57,146,86,51,138,56,49,103,48,29,83,403,254,661,57,22,77,39,31,69,35,33,67,20,17,40,29,15,46,177,118,295,53,34,82,11,8,24,4,8,17,0,3,3,0,0,0,6937,5572,12510
401,3991,1810,1980,3791,1796,1997,3794,1758,1839,3600,1686,2037,3715,9034,9852,18887,1731,1860,3595,1701,1789,3498,1562,1817,3381,1635,1753,3387,1554,1731,3287,8185,8957,17148,1548,1834,3383,1484,1668,3149,1516,1688,3200,1492,1688,3182,1652,1761,3407,7691,8637,16325,1303,1491,2793,1195,1393,2581,1150,1300,2448,996,1253,2252,974,1145,2115,5616,6581,12197,882,1123,2000,889,1053,1936,887,1030,1916,841,977,1815,806,888,1695,4303,5069,9374,2939,3964,6905,2033,3206,5238,874,1849,2721,185,527,710,15,60,73,140679,148868,289546
402,5383,2607,2643,5254,2485,2585,5067,2456,2526,4986,2374,2525,4901,12525,13068,25591,2262,2435,4700,2203,2304,4507,2076,2306,4377,2037,2241,4278,1989,2201,4195,10568,11498,22063,1983,2141,4119,1996,2108,4101,1873,2051,3917,1898,2047,3948,1954,2184,4143,9700,10523,20225,1594,1804,3397,1489,1768,3254,1385,1635,3018,1318,1560,2879,1333,1442,2770,7113,8205,15311,1162,1344,2504,1079,1292,2365,1087,1257,2346,986,1211,2196,984,1100,2090,5296,6207,11507,3603,4587,8189,2107,3073,5178,739,1456,2195,148,349,498,19,35,52,209602,213482,423086
403,4896,2275,2500,4778,2206,2644,4857,2222,2484,4708,2197,2430,4630,11330,12533,23864,2145,2351,4497,2171,2289,4461,2103,2433,4534,2025,2427,4454,2111,2211,4318,10556,11704,22263,2010,2263,4274,2049,2269,4316,1881,2166,4053,1929,2109,4036,2052,2243,4295,9919,11057,20971,1630,1815,3445,1596,1675,3273,1429,1668,3104,1373,1447,2829,1229,1410,2633,7262,8013,15276,1118,1214,2338,1015,1284,2297,994,1207,2208,958,1081,2037,879,1054,1931,4964,5841,10808,3579,4665,8242,2374,3741,6117,999,2165,3162,209,569,776,22,60,75,172240,183098,355341
404,3216,1542,1629,3174,1535,1532,3066,1397,1438,2837,1370,1405,2770,7418,7647,15061,1239,1447,2685,1273,1387,2666,1196,1314,2509,1187,1342,2528,1157,1308,2457,6051,6788,12844,1166,1300,2473,1138,1200,2339,1113,1178,2293,1070,1144,2211,1153,1274,2430,5648,6105,11750,961,1084,2044,859,1013,1864,825,909,1735,733,848,1587,694,833,1530,4071,4687,8757,664,874,1538,645,872,1513,640,840,1478,599,862,1455,600,808,1409,3146,4254,7399,2632,3451,6077,1738,2781,4523,758,1551,2309,136,339,473,19,46,62,111374,116373,227745
405,1813,863,881,1741,888,875,1767,859,853,1709,853,845,1693,4389,4343,8732,867,898,1757,857,815,1663,873,825,1701,918,849,1772,899,882,1780,4406,4271,8675,830,837,1669,854,814,1669,822,775,1599,788,747,1538,905,825,1730,4201,3995,8197,735,698,1434,739,732,1466,669,637,1310,603,598,1199,572,552,1126,3321,3216,6530,505,489,990,454,504,959,442,457,904,419,441,861,347,374,729,2170,2266,4438,1457,1631,3091,826,1190,2018,301,614,917,60,186,246,10,22,29,55355,55160,110515
406,1291,635,597,1233,623,540,1161,601,571,1171,577,561,1139,3093,2908,6000,603,509,1116,571,471,1046,546,470,1017,558,494,1053,480,482,954,2751,2431,5185,492,435,923,492,446,940,487,434,923,413,396,817,455,472,926,2338,2183,4520,376,354,731,396,385,788,379,363,743,340,342,681,342,316,656,1829,1762,3593,294,268,565,278,257,531,261,261,526,243,227,468,201,214,407,1282,1228,2506,729,889,1622,429,642,1069,166,279,450,25,92,114,4,11,16,42471,40345,82820
407,2821,1326,1385,2708,1319,1378,2701,1400,1318,2718,1326,1281,2606,6757,6794,13553,1407,1368,2779,1351,1350,2697,1355,1336,2687,1387,1383,2769,1356,1361,2720,6860,6793,13653,1365,1470,2834,1383,1406,2783,1447,1352,2795,1362,1341,2705,1481,1508,2989,7037,7067,14110,1225,1199,2421,1151,1172,2326,1086,1113,2197,983,943,1923,967,977,1948,5409,5408,10814,888,902,1792,830,804,1631,765,830,1600,660,722,1384,677,741,1416,3818,3997,7821,2481,2742,5224,1500,2020,3526,511,994,1507,109,255,369,11,36,42,92538,92201,184742
497,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
499,38,31,23,60,25,13,38,19,17,31,21,15,37,122,81,207,25,16,41,31,18,46,17,14,38,19,25,41,23,10,37,114,82,198,32,27,56,16,15,34,19,10,27,13,10,23,22,9,36,108,68,183,9,6,21,13,6,22,10,3,17,15,7,17,9,5,16,59,27,85,10,3,10,3,0,3,11,3,15,6,0,6,0,3,5,27,8,37,9,11,23,10,4,16,3,3,6,0,0,3,0,0,0,1734,1129,2863
501,2542,1164,1232,2400,1241,1277,2522,1116,1312,2430,1193,1163,2351,5927,6315,12242,1220,1246,2462,1096,1224,2319,1147,1121,2267,1073,1151,2228,1052,1069,2124,5588,5808,11397,1129,1149,2273,1014,1091,2107,1064,1016,2078,1046,977,2023,1124,1067,2190,5369,5305,10673,874,850,1724,802,803,1607,799,722,1521,650,660,1310,696,686,1384,3820,3722,7535,572,599,1165,566,621,1187,535,545,1080,489,471,965,423,507,934,2587,2744,5332,1569,1952,3514,882,1250,2128,344,618,962,54,158,214,0,13,12,87174,89153,176330
502,1272,608,650,1257,546,628,1173,598,661,1260,554,637,1183,2875,3267,6146,599,708,1307,553,640,1194,583,620,1197,578,667,1243,622,685,1309,2932,3313,6248,586,599,1186,615,677,1296,631,664,1297,679,705,1381,742,774,1512,3245,3429,6672,564,561,1120,549,603,1147,563,593,1153,528,544,1072,510,505,1007,2705,2798,5504,483,482,966,452,457,909,424,456,882,430,421,848,356,398,757,2147,2215,4357,1307,1524,2832,729,899,1633,253,392,643,42,89,135,0,11,14,47146,49590,96736
503,1987,1009,1013,2014,926,1013,1943,971,1002,1970,1009,942,1958,4876,4995,9874,1025,931,1958,845,911,1753,828,879,1707,821,899,1718,856,805,1659,4374,4416,8791,837,814,1651,748,788,1541,724,766,1492,749,752,1500,711,788,1498,3774,3909,7680,646,645,1293,614,560,1175,574,578,1153,489,517,1003,548,539,1080,2871,2832,5703,432,514,950,445,429,866,400,465,860,334,473,815,362,416,780,1976,2298,4268,1343,1853,3188,906,1479,2380,364,845,1208,78,263,336,7,24,33,83608,85698,169301
504,3279,1578,1602,3174,1506,1514,3017,1408,1477,2885,1370,1391,2754,7461,7654,15116,1357,1392,2753,1320,1386,2701,1252,1341,2595,1220,1239,2463,1196,1180,2374,6345,6540,12885,1187,1224,2411,1099,1153,2255,1025,1078,2100,1059,1072,2131,1113,1177,2289,5481,5701,11177,868,965,1840,850,845,1693,796,818,1614,669,718,1383,650,725,1371,3833,4067,7900,613,677,1291,626,614,1237,529,627,1155,505,585,1086,440,512,952,2711,3008,5723,1764,2093,3864,987,1430,2422,343,719,1064,65,195,263,9,15,17,125604,125413,251017
505,6607,3038,3315,6360,3052,3204,6257,2868,3058,5931,2856,3131,5988,15052,16076,31133,2697,2928,5623,2602,2922,5529,2578,2785,5362,2481,2758,5240,2439,2571,5009,12798,13966,26764,2359,2576,4934,2246,2514,4757,2210,2449,4654,2189,2394,4582,2342,2516,4862,11345,12449,23793,1726,1898,3625,1638,1865,3503,1696,1804,3503,1448,1601,3052,1427,1625,3048,7925,8796,16724,1195,1495,2697,1240,1488,2726,1203,1314,2516,1121,1309,2432,965,1256,2215,5728,6866,12591,3836,5170,9005,2231,3453,5678,851,1694,2544,159,415,572,6,26,37,263603,271507,535114
506,5817,2690,2904,5595,2565,2703,5271,2545,2715,5261,2444,2658,5106,13101,13951,27047,2510,2647,5157,2381,2619,5009,2297,2622,4921,2322,2483,4808,2354,2395,4751,11873,12762,24638,2256,2259,4514,2109,2224,4332,2076,2197,4275,2129,2112,4234,2082,2133,4216,10660,10921,21576,1671,1670,3342,1473,1566,3035,1443,1607,3048,1294,1398,2689,1297,1338,2632,7181,7575,14756,1177,1325,2503,1066,1289,2356,1013,1197,2215,962,1125,2090,924,1050,1975,5154,5990,11138,3243,4363,7607,2006,3075,5086,747,1598,2347,145,469,613,8,26,35,244968,243390,488354
507,5020,2482,2514,4996,2316,2422,4732,2228,2330,4557,2113,2289,4403,11589,12119,23707,2194,2290,4483,1974,2204,4175,1963,2113,4072,1901,2152,4047,1831,2011,3838,9860,10760,20625,1796,1957,3754,1785,1815,3598,1635,1851,3488,1721,1762,3482,1691,1850,3544,8625,9242,17866,1409,1443,2856,1337,1416,2748,1331,1352,2679,1094,1226,2315,1172,1235,2403,6336,6671,13004,1021,1189,2212,945,1071,2010,968,1100,2062,864,1049,1913,818,946,1765,4607,5354,9962,3293,4176,7467,1898,2991,4891,685,1441,2126,157,391,552,3,27,32,198605,204728,403334
