SA4_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
308,1230,1230,2458,7385,6769,14158,2324,2245,4565,894,929,1826,10601,9944,20546,4473,4228,8698,2203,1956,4159,958,1065,2023,7633,7251,14884,143,153,300,87,198,282,468,486,960,458,1091,1549,14,10,25,1175,1935,3111,617,1023,1641,299,605,902,249,483,730,711,1561,2278,6,19,20,1880,3696,5574,162,189,352,329,774,1104,11,15,24,499,975,1478,11274,9235,20505,34295,34263,68556
309,3965,3729,7690,15545,14526,30068,2969,2991,5958,4482,4480,8959,22993,21999,44988,10676,10040,20711,2235,2170,4398,4760,4748,9507,17666,16956,34620,833,1040,1871,742,1484,2225,1216,888,2110,1497,2575,4073,41,46,86,4329,6029,10358,6034,7664,13701,2341,3038,5377,632,998,1628,1742,3399,5137,56,63,118,10804,15159,25964,762,1011,1770,1044,2159,3200,24,24,50,1830,3192,5022,22247,23175,45419,83832,90242,174071
310,2256,2034,4288,11760,10943,22704,2306,2353,4666,1673,1746,3411,15737,15041,30778,7384,7090,14472,2017,1759,3775,2015,1987,4003,11411,10842,22253,550,719,1274,419,941,1360,548,637,1181,786,1605,2396,13,32,48,2323,3935,6253,2275,2959,5237,822,1371,2186,323,520,844,1117,1978,3094,15,24,43,4552,6852,11410,411,565,980,570,1173,1743,28,32,56,1007,1767,2775,15383,12924,28307,52668,53396,106063
311,2190,2110,4300,11500,10846,22351,2092,2065,4159,2023,2048,4077,15615,14963,30583,7510,7273,14782,1774,1726,3504,2020,2010,4035,11303,11014,22319,575,771,1344,433,941,1371,675,576,1252,766,1408,2169,30,33,63,2478,3729,6200,1863,2564,4425,683,1073,1757,264,407,675,759,1477,2239,14,18,31,3589,5537,9133,375,591,970,484,1194,1683,22,25,41,879,1812,2694,11442,11600,23048,47506,50757,98267
312,1035,937,1973,5788,5364,11150,1523,1569,3092,504,462,963,7821,7388,15206,3670,3509,7182,1242,1203,2451,443,476,919,5355,5193,10547,100,119,216,84,152,233,321,285,606,307,834,1139,14,8,20,821,1396,2214,356,651,1007,133,439,572,141,310,451,508,1067,1576,3,11,12,1145,2475,3621,82,101,186,228,569,804,5,11,20,316,685,1002,10190,7510,17695,26680,25582,52269
313,1351,1234,2588,7944,7245,15185,1311,1325,2630,1356,1335,2691,10602,9903,20512,5357,5164,10519,1223,1184,2411,1099,1108,2210,7683,7454,15138,273,431,706,178,550,727,416,373,793,418,1041,1461,14,22,39,1303,2426,3725,1014,1599,2619,298,749,1049,153,256,413,497,1107,1599,9,13,15,1973,3722,5696,243,362,606,404,882,1288,15,17,34,666,1260,1932,9309,9263,18571,32888,35264,68147
314,1584,1421,3000,7374,6775,14149,1614,1606,3219,1462,1480,2944,10452,9865,20316,4277,4068,8346,1366,1273,2637,1507,1555,3062,7157,6894,14048,293,319,616,154,389,538,435,322,752,479,922,1398,10,12,21,1359,1964,3326,1612,2200,3815,435,767,1204,215,361,577,836,1411,2241,7,18,29,3110,4753,7867,191,250,443,308,717,1022,3,5,12,503,975,1480,4805,4786,9591,28968,30655,59625
315,561,527,1091,3272,3154,6430,584,575,1164,147,139,282,4005,3867,7867,1508,1582,3092,417,359,771,140,137,278,2061,2077,4139,46,61,110,44,65,110,94,110,208,153,349,497,5,14,23,348,603,943,57,120,182,49,121,167,22,77,106,228,459,682,0,4,4,355,785,1140,50,65,116,89,188,281,4,4,9,151,255,403,5595,4156,9754,13073,12269,25339
316,2014,1794,3805,10368,9557,19926,1653,1716,3370,2725,2620,5345,14749,13889,28644,6836,6626,13461,1623,1652,3274,2730,2655,5385,11191,10930,22123,316,398,716,275,596,872,612,502,1108,720,1506,2222,13,19,32,1929,3021,4946,2111,3235,5340,980,1825,2803,338,535,876,1065,2382,3449,20,22,45,4515,7991,12509,265,425,693,504,1120,1624,22,26,46,791,1574,2361,11279,11653,22934,46472,50854,97327
317,887,857,1745,4285,4109,8390,1367,1411,2778,1057,1190,2246,6711,6707,13421,2728,2571,5303,1330,1314,2644,1273,1418,2691,5329,5307,10628,161,258,423,123,316,438,307,305,610,382,686,1070,9,15,18,986,1574,2554,1097,1533,2635,670,723,1390,247,421,665,733,1264,1994,14,4,21,2756,3949,6711,156,193,350,292,541,832,3,11,15,451,750,1206,5380,5742,11123,22506,24881,47392
318,1342,1221,2563,6249,5960,12204,2786,2801,5587,1050,1081,2129,10086,9834,19918,4068,3829,7892,2419,2383,4795,1419,1217,2637,7902,7429,15328,299,272,574,170,469,637,410,375,787,464,1041,1505,21,14,33,1366,2175,3536,2116,3385,5496,803,1262,2065,251,419,675,957,1773,2735,11,28,39,4135,6869,11004,206,264,473,328,705,1028,14,16,36,553,986,1543,10483,8882,19365,35857,37402,73257
319,1425,1278,2701,8887,8221,17105,1539,1542,3084,1444,1280,2722,11865,11050,22915,6328,5925,12261,1421,1421,2839,1241,1154,2393,8988,8497,17491,196,289,486,185,447,634,404,504,902,441,1222,1659,24,28,57,1246,2491,3738,460,870,1333,330,820,1150,147,289,435,514,1522,2037,0,12,15,1453,3513,4967,249,314,556,419,758,1176,21,20,45,689,1091,1775,13162,12379,25546,38833,40293,79128
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,12,21,14,18,33
399,19,15,31,91,93,182,8,10,21,34,29,66,129,133,264,54,47,97,6,0,4,12,12,21,70,59,128,12,10,22,11,17,24,8,19,33,17,25,41,3,7,9,53,80,136,53,75,127,40,63,100,12,10,19,26,22,52,3,5,9,126,171,301,20,29,51,18,39,57,0,3,5,41,71,112,1598,1045,2650,2039,1581,3621
401,1816,1728,3540,7709,7172,14882,2171,2138,4309,2345,2368,4714,12229,11678,23907,3671,3357,7026,1859,1888,3746,3119,3042,6153,8639,8286,16926,484,457,939,434,720,1154,483,334,815,758,1254,2009,12,21,31,2170,2782,4945,6696,7647,14348,2489,2578,5070,520,598,1116,1558,2266,3826,44,35,79,11312,13129,24439,291,359,649,457,788,1248,10,10,19,761,1163,1925,8012,7838,15844,44935,46597,91530
402,2839,2749,5588,12950,12088,25037,3676,3533,7210,3328,3275,6600,19951,18894,38848,6985,6272,13262,2702,2927,5629,2743,2688,5430,12436,11886,24315,883,925,1811,848,1422,2269,889,824,1715,1442,2415,3858,37,44,80,4105,5633,9738,4122,4768,8895,1650,1974,3623,456,642,1104,1249,2146,3399,16,44,63,7498,9586,17084,641,839,1484,741,1427,2166,35,24,62,1416,2292,3715,13135,12843,25979,61381,63885,125261
403,2222,2091,4314,10592,9933,20520,2435,2441,4873,2592,2585,5179,15614,14967,30580,5730,5647,11375,1990,1871,3860,2541,2474,5017,10260,9988,20251,516,541,1051,420,756,1176,805,539,1342,1095,1678,2770,19,19,38,2846,3527,6377,4122,5474,9597,1859,2332,4195,464,601,1068,1411,2481,3900,26,44,68,7883,10943,18824,312,413,729,564,983,1556,18,31,43,895,1431,2325,9076,9741,18819,48802,52688,101492
404,1278,1238,2510,5133,4720,9853,2771,2745,5519,791,802,1596,8693,8271,16967,2885,2790,5680,1893,2023,3916,831,806,1635,5619,5618,11233,474,440,913,503,665,1169,398,294,694,719,1131,1853,20,19,42,2114,2547,4668,3353,3920,7276,1326,1570,2893,343,397,743,950,1531,2478,16,36,56,5984,7456,13441,316,351,667,434,664,1095,11,22,29,756,1035,1792,6400,6867,13261,30838,33028,63863
405,689,575,1262,3463,3145,6608,596,579,1182,921,923,1844,4985,4652,9635,2297,2147,4437,323,299,621,549,591,1140,3166,3031,6197,81,109,189,45,170,219,248,194,438,249,457,711,5,10,14,630,938,1568,187,397,580,76,185,262,27,62,80,150,374,518,0,7,8,431,1019,1449,60,75,140,85,249,336,4,6,10,145,336,479,4082,4021,8097,14136,14565,28695
406,563,540,1107,3035,2794,5824,597,576,1168,255,263,525,3887,3638,7523,1635,1532,3162,413,459,871,102,157,259,2142,2155,4294,59,95,149,66,135,199,148,167,312,222,427,649,12,6,19,510,826,1337,54,162,215,56,176,229,22,71,96,156,356,511,4,4,8,293,767,1062,41,57,99,64,185,252,8,7,10,114,247,361,4862,3905,8768,12368,12077,24445
407,1010,953,1958,6114,5619,11731,1024,906,1924,1093,1025,2120,8234,7552,15779,3856,3852,7707,421,417,840,681,725,1405,4959,4990,9952,158,191,344,106,302,406,391,363,758,386,797,1186,19,15,27,1051,1668,2723,292,567,852,140,312,452,58,106,160,226,686,914,6,11,15,722,1676,2394,115,132,252,203,410,612,5,8,10,328,550,872,7983,7051,15033,24281,24444,48720
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,5,8,8,28,30,55,0,3,5,0,5,8,29,43,76,34,38,70,0,0,0,4,6,15,39,47,86,4,5,12,7,10,20,0,4,3,3,7,10,0,0,0,21,24,43,22,12,35,16,19,33,0,3,3,7,9,12,0,0,0,40,38,81,11,10,21,7,3,13,0,0,0,18,11,29,403,220,625,552,393,946
501,1145,1014,2161,5518,5180,10697,1514,1523,3039,1064,1026,2085,8089,7731,15822,4085,3894,7981,1113,1193,2305,997,988,1982,6198,6077,12267,232,293,523,115,293,409,516,290,807,340,841,1178,20,15,34,1228,1729,2956,193,461,657,153,442,594,57,145,198,290,870,1168,0,9,9,699,1932,2634,101,160,259,196,413,608,6,5,14,305,581,885,7704,7360,15068,25371,26418,51789
502,547,503,1052,2719,2559,5279,642,699,1338,690,678,1361,4045,3933,7984,1637,1523,3160,539,607,1141,751,802,1553,2932,2935,5861,173,207,381,67,197,264,274,167,445,168,320,487,3,6,10,689,899,1588,397,617,1017,105,323,434,63,123,188,156,439,600,0,0,6,736,1511,2244,65,129,194,118,327,443,8,3,10,190,454,647,3722,3534,7255,12860,13770,26629
503,969,864,1838,4071,3711,7784,920,893,1814,1075,1148,2225,6071,5753,11828,1611,1557,3169,968,1024,1996,2366,2475,4844,4944,5061,10007,302,280,585,441,585,1029,171,140,311,397,607,1007,3,4,12,1313,1620,2935,4080,4235,8312,1775,1657,3429,351,403,759,1227,1587,2819,22,29,56,7457,7911,15367,297,385,674,347,645,994,5,12,17,645,1033,1680,7171,6839,14010,28568,29088,57661
504,1546,1483,3029,7054,6357,13412,2212,2106,4312,1742,1654,3395,11003,10114,21114,4268,4099,8369,2052,1943,3991,2033,1825,3859,8357,7871,16219,623,514,1134,426,588,1019,645,382,1028,645,1129,1776,27,27,57,2368,2642,5012,2105,2652,4753,743,1041,1790,355,463,818,923,1575,2496,30,27,58,4157,5757,9916,316,364,681,468,855,1323,19,18,34,796,1238,2036,10560,8977,19540,38783,38076,76860
505,3520,3260,6781,16333,15340,31680,4776,4670,9452,3196,3144,6341,24304,23162,47467,10003,9214,19219,4101,4213,8317,4370,4400,8776,18479,17824,36306,1246,1163,2416,870,1336,2215,1435,675,2105,1449,2158,3610,62,41,102,5062,5377,10442,6265,7193,13453,2015,2661,4672,857,1147,2005,2103,3414,5518,43,79,119,11280,14490,25770,678,797,1481,951,1815,2773,32,28,59,1661,2643,4307,16317,16462,32774,80634,83218,163845
506,3074,2925,6001,14320,13373,27697,3265,3072,6337,3082,3031,6114,20667,19477,40146,9424,8947,18369,3230,2866,6087,3040,3117,6156,15688,14929,30619,1491,1280,2766,1155,1604,2758,1214,745,1956,1374,2121,3496,45,35,78,5275,5781,11059,7173,7731,14904,2977,3085,6064,738,947,1684,1914,2868,4782,48,66,115,12848,14694,27542,905,850,1757,977,1682,2664,32,27,60,1916,2563,4473,18431,16303,34736,77902,76670,154575
507,2550,2530,5082,13461,12256,25724,2873,3038,5910,1942,2035,3979,18281,17336,35610,7369,6987,14362,3301,3624,6923,2593,2588,5179,13267,13195,26464,948,773,1718,504,818,1313,986,591,1576,923,1515,2437,33,28,60,3389,3722,7112,4160,5283,9443,1457,2207,3671,562,770,1330,1565,2676,4243,22,41,70,7774,10982,18753,380,490,869,653,1299,1946,18,28,44,1045,1820,2862,15511,14098,29610,61817,63680,125500
509,849,715,1561,4333,4201,8530,693,676,1369,572,600,1170,5593,5473,11067,2946,2738,5689,381,362,739,627,636,1267,3958,3736,7687,197,161,356,63,155,220,305,252,556,267,665,932,5,11,17,841,1236,2076,149,255,409,69,186,258,42,82,119,177,489,662,3,3,5,444,1016,1452,159,109,269,101,279,380,3,9,7,264,397,653,7792,6301,14088,19728,18861,38594
510,688,598,1286,3389,3234,6624,637,622,1260,175,183,360,4202,4043,8248,1861,1635,3495,308,325,637,110,103,205,2276,2063,4339,65,48,110,57,65,123,167,162,321,405,567,975,8,18,25,700,855,1552,37,94,129,76,151,226,17,61,69,360,567,927,9,4,12,490,873,1365,41,52,89,118,227,342,12,9,17,161,282,451,9196,5612,14807,17719,14324,32041
511,742,700,1441,3840,3633,7469,983,1026,2011,502,484,989,5326,5145,10466,2230,2082,4319,925,1001,1923,463,484,942,3618,3566,7183,130,176,312,49,150,198,262,276,543,283,674,952,10,7,20,740,1292,2029,157,202,359,137,189,325,41,100,139,250,560,812,3,3,5,580,1054,1641,62,85,143,108,235,344,6,5,12,179,322,501,7707,6385,14094,18898,18459,37357
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,3,0,3,70,8,75,87,6,94
599,14,7,17,51,51,96,13,3,16,13,14,26,72,70,139,21,26,49,0,3,7,3,3,7,27,35,61,5,7,9,14,10,28,3,3,11,14,14,30,0,0,0,34,40,67,27,34,61,25,14,38,4,3,8,9,19,25,0,0,0,67,70,128,8,10,20,14,11,27,0,0,0,28,16,43,982,607,1592,1215,838,2049
601,858,848,1705,6911,6278,13188,2044,2151,4189,1089,1073,2159,10039,9503,19542,3875,3432,7309,1652,1816,3471,1265,1251,2520,6801,6499,13303,620,628,1254,279,467,749,577,354,935,634,952,1589,15,23,36,2136,2428,4569,2306,2596,4905,1253,1331,2580,233,333,561,1000,1946,2948,16,19,34,4801,6223,11028,173,222,399,320,602,923,14,14,28,513,835,1344,7455,7502,14955,32609,33837,66449
602,579,505,1088,4598,4318,8915,790,813,1607,652,629,1279,6043,5755,11798,2610,2500,5112,712,708,1424,765,785,1552,4088,3991,8082,459,448,900,203,323,522,330,279,610,340,650,987,17,14,26,1345,1705,3048,1082,1155,2235,507,543,1054,91,144,231,380,892,1271,9,10,20,2064,2749,4813,123,139,261,167,298,459,9,7,12,297,442,735,5568,5733,11298,19977,20886,40862
603,110,118,225,1126,1025,2153,267,269,540,130,124,256,1520,1421,2948,688,597,1287,216,206,420,108,98,208,1014,899,1911,116,108,228,19,41,63,74,47,120,83,146,229,3,3,5,298,347,640,68,98,168,38,88,129,10,14,23,78,199,273,3,3,3,196,401,598,34,48,83,41,85,123,3,0,8,81,131,208,1693,1633,3322,4906,4950,9853
604,386,326,719,3555,3394,6952,914,825,1739,397,373,771,4863,4600,9458,2155,2103,4258,655,662,1317,295,266,561,3106,3032,6137,370,440,810,82,204,286,312,207,513,283,445,730,7,3,12,1051,1298,2354,171,340,514,104,240,346,37,86,124,242,544,783,0,8,7,562,1216,1775,62,105,161,101,232,334,4,9,9,166,342,506,4177,4380,8560,14314,15195,29509
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,7
699,3,3,4,8,12,18,3,0,4,3,0,8,9,17,24,4,6,13,0,3,3,0,3,3,4,12,20,3,9,8,0,0,0,0,4,7,0,0,0,0,0,0,3,9,13,5,8,17,12,3,17,0,0,0,0,6,3,0,0,0,20,21,39,0,0,0,3,3,5,0,0,0,3,3,5,119,61,181,165,121,285
701,1021,991,2009,4092,3863,7961,795,679,1471,881,861,1737,5769,5399,11171,2521,2377,4901,606,588,1193,873,947,1819,3995,3912,7912,104,90,193,103,138,242,244,196,435,436,724,1161,19,14,31,908,1160,2067,697,824,1521,601,912,1514,209,347,552,889,1804,2691,14,21,32,2404,3907,6309,121,127,254,275,624,892,16,15,28,409,764,1171,9828,7034,16864,24331,23178,47501
702,851,845,1691,3718,3436,7156,591,565,1151,403,414,815,4710,4416,9124,1724,1598,3325,475,397,879,531,555,1089,2736,2555,5285,52,32,86,39,67,106,94,77,170,182,377,559,12,9,16,376,562,941,30,102,138,97,179,276,36,86,124,361,807,1165,8,5,15,533,1185,1715,81,70,146,106,191,294,6,4,16,197,262,460,7350,6291,13636,16754,16108,32855
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,13,16,7,23
799,3,0,3,22,25,48,3,0,5,3,6,10,32,35,62,5,7,11,0,0,0,0,0,3,7,3,13,17,5,27,3,0,6,3,0,3,3,3,8,0,0,0,25,11,39,3,0,3,0,7,8,0,0,0,6,3,10,0,0,0,12,13,18,9,14,16,4,4,7,0,0,0,10,14,22,449,379,822,527,450,986
801,3113,2791,5901,10717,10000,20711,4220,3904,8121,2002,1964,3969,16936,15869,32804,6904,6694,13599,3292,3074,6370,2066,2139,4207,12269,11915,24183,597,606,1205,590,777,1370,1182,760,1943,1438,2157,3589,29,24,51,3831,4319,8156,8132,8992,17126,3376,3121,6496,765,973,1737,3683,5091,8774,43,51,93,15997,18230,34230,459,439,894,740,1489,2228,14,20,39,1214,1948,3163,11723,11300,23021,65071,66374,131450
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,3,0,5,11,12,20,0,0,3,0,0,0,11,12,16,3,4,3,0,0,0,0,0,0,5,4,6,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,3,5,7,18,13,28,10,8,18,0,4,4,3,3,6,0,0,0,29,31,62,0,3,3,0,0,0,0,0,0,0,6,6,76,25,105,123,84,211
901,44,31,79,176,163,345,0,0,0,4,0,4,177,163,344,113,127,240,0,0,3,0,9,6,118,130,247,0,0,0,3,4,6,8,0,10,9,8,17,0,0,0,19,14,36,0,4,5,3,7,4,0,0,0,8,11,25,0,0,0,13,22,33,7,0,9,0,9,13,0,3,3,11,10,25,543,252,796,924,635,1562
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,7,6,16
