SA4_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
202,3,27,4243,4267,108,611,3165,3883,2412,1735,2959,7107,4447,1212,2002,7661,5027,1115,2507,8652,5521,801,2567,8891,4627,377,1876,6874,2378,97,983,3450,565,14,467,1045,25083,5981,20770,51833,12,88,3965,4058,183,850,2913,3943,3160,1805,2854,7819,4887,1298,2441,8630,5503,1106,3064,9669,5477,697,3298,9471,4136,312,2804,7252,1761,62,2112,3936,297,11,1198,1498,25413,6214,24655,56283,12,109,8207,8328,292,1455,6079,7832,5574,3537,5816,14924,9339,2508,4443,16284,10527,2215,5577,18318,11000,1497,5862,18357,8768,686,4674,14127,4133,160,3095,7387,860,26,1664,2548,50500,12194,45420,108119
203,6,42,7654,7702,144,857,6727,7727,5058,3333,6128,14520,9562,2278,3614,15454,9776,1696,4197,15663,9872,1205,3734,14808,8333,528,2553,11413,4200,149,1425,5774,1105,25,788,1915,48053,10114,36813,94977,12,102,7135,7241,306,1209,5745,7251,6635,3553,5675,15861,10240,2234,4479,16953,10323,1792,5386,17498,9847,1044,5371,16257,7602,418,4654,12666,3233,87,3783,7100,528,14,2348,2894,48712,10441,44573,103726,12,145,14789,14948,443,2059,12469,14973,11689,6886,11804,30382,19803,4510,8090,32405,20099,3487,9583,33160,19716,2246,9106,31065,15934,945,7203,24081,7433,238,5209,12880,1628,39,3138,4810,96764,20556,81384,198705
204,3,50,4438,4496,87,598,2835,3522,2378,1778,2784,6939,4661,1351,1973,7994,5839,1282,2844,9962,6686,964,2993,10643,5791,503,2309,8607,2869,144,1093,4105,704,20,514,1240,29028,6706,21769,57506,10,120,4050,4176,200,834,2177,3208,3236,1865,2613,7712,5211,1411,2469,9089,6284,1290,3241,10809,6895,865,3380,11135,5246,388,3014,8648,2041,68,2468,4577,310,22,1403,1736,29426,6855,24816,61093,9,170,8489,8669,294,1430,5012,6737,5612,3638,5395,14643,9876,2762,4445,17083,12122,2572,6078,20772,13577,1834,6369,21781,11040,900,5321,17253,4910,212,3557,8680,1017,40,1910,2976,58453,13560,46588,118602
205,7,63,7174,7242,167,984,4571,5720,4133,2918,4618,11665,6809,2003,3428,12245,8599,1935,4458,14992,10426,1512,4780,16713,10020,774,3632,14424,4884,187,1960,7036,1135,31,830,1990,46164,10414,35447,92025,9,177,6437,6616,310,1422,3863,5591,5431,3029,4517,12971,7709,2105,3938,13746,9517,1989,5101,16606,10862,1424,5607,17897,9046,569,4940,14561,3401,139,4161,7705,523,15,2234,2776,46802,10859,40796,98459,11,243,13604,13855,470,2404,8433,11309,9556,5941,9130,24632,14516,4105,7362,25988,18116,3927,9558,31601,21290,2935,10391,34611,19064,1349,8569,28980,8290,325,6126,14735,1650,46,3063,4766,92964,21277,76242,190481
206,12,152,10594,10757,331,2658,22182,25173,13347,17684,35621,66657,17485,8255,13223,38961,14066,4534,9829,28426,10872,2610,7403,20881,8315,1097,4561,13974,4653,245,2319,7218,1389,59,1133,2580,70469,37292,106870,214632,23,231,11906,12156,828,3852,25642,30318,16806,17993,36415,71213,17474,6825,15285,39586,14128,3727,12009,29867,10674,2036,10323,23028,7317,668,7446,15430,3336,129,5761,9228,590,31,3030,3644,71173,35490,127822,234480,34,385,22499,22913,1161,6509,47828,55491,30159,35685,72038,137878,34961,15082,28509,78554,28190,8261,21841,58293,21543,4645,17718,43913,15633,1763,12014,29401,7990,377,8085,16447,1973,87,4169,6223,141640,72785,234688,449113
207,6,47,11327,11386,141,672,12659,13475,6714,3511,11625,21845,13606,1764,4041,19416,16147,1434,4029,21609,13434,990,3252,17681,10224,478,2176,12879,6401,181,1576,8159,1876,54,1094,3029,68554,9133,51778,129461,8,54,11025,11084,298,981,11249,12532,8646,3515,10234,22394,15431,1685,5190,22302,17100,1448,6419,24965,12987,832,6024,19843,9559,383,5410,15357,4643,99,5404,10149,904,18,3627,4545,69584,9015,64583,143180,16,100,22354,22468,440,1650,23911,26004,15356,7027,21860,44241,29039,3453,9231,41716,33249,2879,10444,46575,26427,1822,9275,37527,19785,864,7589,28240,11044,278,6977,18305,2786,73,4718,7574,138138,18142,116363,272642
208,3,29,11116,11154,144,730,10747,11621,7673,4694,10471,22829,17024,3125,4968,25118,17870,2531,5310,25710,13926,1587,4776,20286,10014,735,3279,14027,5340,211,1933,7476,1871,53,1309,3234,73859,13700,53904,141459,5,60,10532,10600,381,1050,10117,11553,10269,4882,9639,24792,18484,3126,6132,27750,18521,2502,7630,28646,13196,1360,7501,22051,9057,528,6641,16223,4037,133,5680,9854,886,38,4268,5182,74830,13677,68148,156648,10,90,21649,21748,527,1779,20871,23172,17940,9578,20109,47625,35508,6255,11104,52865,36385,5033,12939,54361,27116,2945,12274,42341,19073,1254,9921,30256,9374,343,7610,17331,2752,93,5575,8415,148689,27377,122045,298109
209,7,34,13976,14016,297,803,14366,15461,13057,5468,15837,34367,21347,3930,7305,32590,19470,2860,6945,29269,16636,1734,5432,23803,12489,649,3273,16414,6394,164,1884,8445,1441,30,1041,2513,91140,15676,70061,176882,25,73,12996,13094,969,1324,12700,15000,17133,5759,12531,35424,21933,4115,8087,34139,19519,2875,9286,31676,16252,1427,8290,25973,10955,469,6490,17918,4405,107,5471,9989,653,17,3033,3705,91849,16168,78892,186913,33,112,26975,27113,1265,2128,27066,30459,30194,11225,28374,69790,43284,8049,15395,66722,38988,5731,16228,60948,32891,3164,13719,49773,23445,1114,9770,34327,10800,274,7360,18432,2090,50,4074,6223,182994,31845,148954,363791
210,13,29,11189,11227,319,580,10823,11719,10068,3376,11739,25189,15569,2330,5282,23173,14595,1981,5258,21840,11450,1078,3912,16439,8466,419,2306,11191,4802,141,1404,6345,1185,27,812,2022,66464,9966,52715,129148,45,61,10470,10573,1139,863,8705,10712,13288,3529,8647,25466,15815,2409,5811,24031,14463,1852,6766,23086,10848,939,5788,17568,7574,326,4717,12613,3264,79,4275,7617,490,7,2294,2792,66924,10071,57467,134462,54,96,21660,21807,1460,1445,19523,22430,23351,6907,20386,50654,31383,4735,11090,47208,29061,3832,12026,44923,22298,2019,9696,34010,16040,742,7021,23799,8068,220,5679,13968,1678,33,3100,4812,133387,20035,110179,263607
211,3,57,15544,15604,206,914,13605,14723,10631,5345,12648,28627,20358,3651,6573,30580,21314,3305,7155,31772,19876,1993,5686,27558,14811,808,3711,19333,6911,207,2161,9286,1588,32,1096,2718,95710,16305,68188,180203,14,116,14462,14592,482,1464,11762,13713,14088,5530,10375,29992,21751,3787,7352,32892,22331,3226,9326,34881,19189,1700,8996,29890,13113,629,7815,21559,4905,118,6034,11053,729,15,3307,4051,96606,16578,79433,192617,17,169,30012,30197,694,2372,25367,28434,24722,10873,23022,58619,42108,7438,13927,63475,43643,6530,16482,66655,39067,3692,14682,57441,27925,1432,11529,40889,11816,320,8196,20339,2324,48,4399,6768,192315,32879,147626,372813
212,17,105,24056,24176,751,1538,25540,27825,21394,6708,25350,53448,33295,4285,11369,48944,30363,3575,10355,44290,24658,2110,7860,34625,17708,901,4999,23614,9586,267,2846,12701,2289,39,1455,3782,140059,19524,113827,273408,62,184,21969,22216,2182,2289,20451,24921,28745,7064,18221,54030,34161,4325,11335,49823,29496,3437,12966,45901,23078,1823,11724,36623,15588,704,9680,25971,6610,142,7934,14687,997,25,4260,5283,140923,19991,118549,279456,78,288,46028,46400,2935,3825,45984,52743,50133,13771,43574,107477,67457,8604,22710,98773,59855,7015,23324,90191,47738,3933,19588,71250,33302,1601,14682,49585,16199,410,10779,27385,3283,66,5718,9069,280976,39515,232374,552870
213,18,88,20480,20586,671,1431,21645,23743,22489,8211,25780,56480,34583,5966,12183,52725,26404,4257,10659,41320,21155,2343,8124,31621,14265,905,4670,19846,6107,203,2297,8607,1334,27,1018,2370,127021,23427,106846,257296,60,152,19398,19607,2013,2139,17588,21742,30587,8754,19671,59010,33724,5971,13451,53148,25355,3871,13648,42873,19912,1923,11744,33578,11678,641,8415,20740,4047,128,6206,10382,573,23,3077,3670,127956,23600,113199,264749,80,239,39870,40193,2689,3571,39226,45488,53076,16959,45449,115486,68305,11938,25630,105875,51755,8127,24306,84188,41066,4269,19867,65201,25943,1554,13085,40582,10159,329,8509,18994,1905,47,4095,6048,254975,47025,220038,522040
214,0,50,7740,7796,110,722,6122,6959,4350,3437,5892,13671,9254,2639,4044,15934,10274,2274,4922,17472,9952,1462,4265,15678,9126,782,2992,12900,4910,234,1881,7024,1300,52,988,2338,49281,11642,38847,99772,7,103,7336,7447,258,1118,5393,6766,5994,3705,5341,15040,10049,2668,4709,17428,10713,2277,6175,19165,9967,1349,6046,17364,8518,597,5721,14831,3652,148,4453,8256,603,25,2452,3080,49759,11991,47627,109376,9,154,15083,15243,371,1841,11516,13724,10340,7137,11235,28710,19300,5308,8758,33366,20992,4552,11094,36639,19921,2812,10312,33039,17645,1378,8714,27731,8560,388,6331,15278,1904,73,3438,5414,99039,23639,86475,209148
215,3,51,4167,4223,101,571,2648,3318,2334,1613,2862,6809,3896,952,1956,6803,5078,870,2616,8565,5916,635,2785,9337,4828,348,1999,7177,2730,94,1116,3942,745,17,553,1314,25629,5158,20712,51493,4,108,3714,3831,227,836,2111,3178,3030,1576,2587,7195,4437,999,2044,7477,5561,903,2654,9122,5899,556,2655,9105,4383,231,2531,7145,2010,65,2509,4575,379,12,1519,1914,25922,5287,22330,53547,6,160,7884,8059,322,1409,4765,6492,5364,3195,5446,14002,8329,1948,4002,14281,10638,1774,5278,17692,11817,1188,5436,18445,9209,583,4531,14316,4741,155,3627,8526,1125,31,2074,3230,51550,10447,43041,105038
216,0,28,3958,3982,111,432,2403,2947,2219,1306,2341,5868,3596,865,1741,6203,4515,839,2211,7560,4888,567,2050,7503,4100,320,1559,5981,2295,90,909,3299,595,20,358,974,22327,4468,17534,44325,12,87,3470,3568,244,611,1845,2704,2818,1312,2211,6348,4047,886,1886,6821,4866,833,2287,7980,4834,517,2275,7630,3767,228,2025,6016,1658,58,1929,3648,292,14,1023,1326,22547,4544,18954,46042,14,109,7429,7549,357,1052,4253,5658,5040,2625,4554,12212,7643,1747,3627,13020,9376,1668,4495,15540,9717,1088,4324,15131,7875,541,3581,11998,3955,146,2841,6943,892,31,1377,2298,44871,9005,36485,90366
217,4,31,3501,3532,68,466,2332,2865,1675,1328,2269,5277,3451,919,1580,5951,4406,842,2034,7286,4881,635,2085,7601,4077,258,1492,5819,1995,67,828,2882,485,18,385,885,21039,4560,16499,42101,7,77,3117,3203,112,682,1718,2513,2327,1337,1907,5572,3811,891,1647,6345,4820,874,2274,7973,4856,569,2363,7787,3612,171,2062,5849,1484,48,1997,3533,243,14,1130,1381,21275,4661,18219,44156,5,111,6620,6732,174,1146,4051,5371,4004,2668,4182,10852,7261,1805,3226,12293,9233,1718,4306,15261,9739,1204,4440,15386,7683,432,3555,11667,3482,116,2821,6419,724,30,1516,2273,42315,9226,34722,86254
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,7,55,7049,7114,146,710,4916,5770,3970,2516,4455,10947,8460,1889,2893,13249,9446,1616,3139,14197,8619,1010,2800,12432,6760,506,1980,9248,3103,134,1094,4336,720,23,568,1310,41238,8465,28896,78602,5,122,6443,6573,287,1020,4162,5468,5368,2679,3715,11759,9409,1928,3486,14827,10029,1613,4203,15838,8512,939,4040,13489,5987,376,3695,10055,2128,79,2841,5050,336,15,1549,1901,42069,8757,34138,84956,14,179,13495,13681,438,1730,9081,11244,9340,5193,8171,22707,17868,3816,6378,28072,19473,3221,7340,30040,17126,1948,6839,25920,12748,879,5671,19305,5233,218,3936,9385,1057,31,2119,3211,83304,17223,63030,163557
302,0,47,5291,5340,167,952,5189,6311,5229,3334,6063,14621,8398,1929,3325,13649,7330,1365,3401,12097,6082,792,2834,9706,4577,335,1922,6840,2637,87,1033,3753,779,18,564,1363,35198,8856,29621,73672,6,116,5134,5257,377,1316,4708,6399,6812,3373,5225,15416,8792,1939,3809,14540,7450,1322,4227,13004,5781,683,4159,10617,4144,247,3495,7890,2063,45,2991,5095,359,11,1954,2327,35775,9057,35699,80529,8,161,10427,10592,542,2268,9895,12706,12043,6707,11288,30033,17189,3861,7130,28185,14774,2687,7629,25098,11865,1468,6993,20330,8719,589,5421,14724,4699,135,4019,8852,1141,29,2519,3685,70975,17910,65322,154201
303,10,79,9746,9839,286,1189,12247,13722,9561,4772,13245,27574,14547,2553,5377,22477,12480,1740,4485,18703,9950,975,3723,14645,7079,398,2282,9760,3535,101,1269,4897,942,25,674,1639,58383,11838,53042,123259,24,137,9210,9369,721,1741,10837,13300,12233,4919,11001,28154,15080,2439,5778,23295,12540,1633,6144,20315,9553,850,5769,16165,6116,288,4387,10793,2515,55,3541,6118,422,8,2212,2647,59192,12073,58892,130159,29,216,18964,19205,1005,2931,23085,27017,21795,9691,24244,55731,29628,4991,11151,45773,25024,3373,10627,39019,19499,1825,9490,30812,13192,687,6674,20554,6051,156,4809,11015,1359,33,2889,4282,117577,23904,111934,253417
304,4,38,5726,5773,78,510,6296,6887,3270,1869,4582,9719,7639,1258,1989,10886,7769,962,1712,10444,6194,555,1471,8217,5034,257,998,6288,2161,54,549,2766,558,7,362,935,32708,5518,23687,61908,4,52,5574,5634,183,730,6020,6932,4421,2001,3684,10108,8601,1299,2461,12362,7995,909,2850,11749,6183,476,2499,9153,4356,172,2374,6906,1510,33,1803,3346,294,0,1202,1498,33557,5665,28470,67694,14,93,11308,11404,265,1236,12321,13818,7689,3876,8265,19830,16246,2558,4450,23248,15762,1871,4567,22197,12380,1025,3969,17378,9384,432,3374,13189,3671,89,2354,6111,851,13,1567,2431,66262,11184,52158,129604
305,3,107,5429,5537,169,1468,9405,11044,5370,6422,12928,24720,8486,2726,5146,16360,7886,1678,4130,13698,5716,899,3081,9696,3550,396,1896,5843,1544,63,877,2490,398,17,367,784,33124,13786,43256,90173,6,166,5670,5849,396,2138,9699,12230,6995,6282,11152,24422,9000,2339,5173,16513,7924,1412,4469,13807,5335,704,3868,9910,2979,234,2884,6097,1062,40,1795,2894,191,4,1238,1433,33893,13318,45958,93165,13,273,11099,11383,572,3603,19101,23272,12362,12705,24080,49146,17486,5070,10319,32872,15815,3093,8601,27507,11049,1606,6952,19606,6529,629,4781,11943,2608,106,2678,5385,587,24,1610,2218,67023,27108,89211,183339
306,3,94,6325,6422,153,985,4135,5270,3414,3101,5101,11612,6509,2471,3722,12708,7554,2186,4482,14219,7479,1521,4442,13442,6168,679,3143,9990,2797,147,1433,4372,541,25,483,1047,34613,11202,33254,79079,15,200,5806,6022,322,1380,3628,5323,4865,3529,4931,13328,7813,2597,4621,15028,8153,2116,5233,15500,7475,1277,4862,13611,5093,450,3665,9207,1764,68,2364,4192,229,4,1231,1467,35723,11623,36340,83689,16,296,12127,12445,473,2364,7759,10590,8275,6627,10029,24935,14321,5071,8344,27740,15702,4299,9716,29721,14956,2790,9299,27049,11261,1123,6807,19198,4558,219,3792,8570,771,35,1714,2521,70344,22824,69599,162764
307,3,62,3301,3362,137,607,2004,2752,2172,1335,2044,5545,3613,819,1498,5932,4447,785,2021,7257,4688,557,2033,7280,4124,294,1641,6068,2034,86,894,3017,402,14,294,713,21625,4564,15743,41930,3,163,2806,2975,253,840,1594,2687,2904,1366,1863,6127,4234,884,1605,6722,4722,769,1855,7344,4829,491,1862,7180,3625,248,1837,5709,1376,42,1614,3029,183,8,805,995,22126,4808,15835,42772,6,226,6109,6338,391,1451,3597,5441,5068,2696,3903,11675,7850,1704,3107,12658,9166,1551,3881,14602,9518,1043,3897,14458,7751,548,3479,11775,3411,128,2508,6050,588,22,1099,1709,43751,9374,31576,84703
308,3,135,6056,6192,249,1329,4042,5609,4614,2976,4318,11899,7153,1784,2967,11901,7537,1533,3710,12778,7241,957,3278,11482,4899,378,2162,7438,2262,92,1094,3458,445,15,401,867,34406,9196,28030,71630,14,304,5418,5734,486,1796,3215,5490,6316,3159,3744,13221,8009,1822,3063,12894,8260,1580,3560,13395,7034,847,3014,10893,4264,317,2507,7087,1584,72,2144,3795,212,6,1045,1257,36168,9893,27704,73766,22,437,11469,11924,731,3121,7252,11106,10923,6131,8062,25117,15166,3599,6036,24800,15793,3114,7266,26178,14273,1804,6293,22367,9161,697,4668,14524,3848,166,3243,7253,657,26,1449,2129,70577,19093,55735,145401
309,6,178,15697,15877,375,2259,13296,15923,9810,8365,14245,32422,19099,5495,8810,33398,19859,4211,8742,32814,17488,2597,7289,27376,15930,1533,5708,23173,7810,438,2961,11214,1836,84,1347,3265,92209,25154,78099,195464,20,343,15080,15447,799,3498,12187,16480,13387,8871,12967,35227,21436,5150,10416,37010,20662,4090,11689,36438,17492,2412,11169,31075,14022,1031,9814,24863,5258,234,6869,12363,914,32,3862,4805,93995,25674,94042,213707,27,517,30779,31323,1167,5759,25475,32402,23196,17234,27210,67648,40534,10647,19226,70409,40523,8302,20428,69257,34978,5012,18455,58448,29951,2568,15522,48038,13067,679,9831,23581,2750,114,5213,8069,186201,50826,172143,409171
310,7,125,10090,10228,384,1596,7464,9445,7310,4432,7396,19137,10822,2873,5044,18743,10814,2179,5264,18261,9576,1144,4185,14908,6902,520,2579,10002,3103,119,1385,4613,644,17,532,1191,49565,13009,43945,106518,23,264,9278,9563,826,2304,6510,9636,9803,4656,7266,21734,11530,2849,5869,20251,11088,2029,6355,19464,8939,994,5315,15244,5946,356,4140,10442,2122,75,3086,5277,284,0,1426,1716,50564,13532,49243,113337,26,393,19369,19791,1208,3896,13973,19085,17114,9087,14664,40871,22352,5722,10918,38995,21901,4204,11617,37726,18511,2133,9498,30145,12852,879,6717,20447,5225,195,4469,9888,930,16,1959,2905,100123,26536,93188,219851
311,0,147,10379,10524,400,1447,8068,9913,6923,4223,8016,19160,10698,2948,5364,19008,10784,2248,4880,17904,10102,1288,3822,15209,7766,581,2707,11051,2900,137,1188,4231,568,20,456,1040,50142,13037,44867,108046,32,278,9530,9835,856,2045,6633,9539,8976,4533,7103,20601,11558,2869,5847,20271,11093,2198,6064,19350,9800,1102,5270,16171,6475,421,4567,11458,1886,81,2747,4712,247,23,1195,1456,50913,13538,48949,113395,29,423,19906,20362,1254,3485,14700,19451,15898,8751,15115,39761,22251,5814,11213,39277,21873,4443,10941,37256,19903,2393,9088,31381,14240,1000,7272,22511,4784,217,3939,8938,812,45,1643,2500,101052,26573,93821,221440
312,0,80,4373,4455,131,879,2818,3829,3331,2447,3293,9076,5239,1463,2394,9099,5729,1262,2769,9755,5512,755,2493,8762,3761,287,1618,5669,1628,74,780,2480,329,8,284,616,25664,7255,20819,53738,6,214,3981,4195,363,1332,2239,3929,4778,2619,2850,10242,6132,1485,2370,9984,6312,1311,2490,10114,5498,674,2213,8379,3210,227,1782,5223,1087,54,1482,2622,148,3,721,873,27522,7921,20128,55564,9,289,8352,8649,487,2217,5057,7758,8106,5065,6149,19322,11369,2955,4760,19083,12039,2572,5257,19874,11010,1428,4700,17136,6969,518,3399,10886,2715,120,2266,5106,478,10,1002,1492,53184,15172,40946,109304
313,4,118,6908,7028,215,957,4805,5973,3640,2638,4829,11100,6583,2105,3537,12230,7798,1797,4039,13633,8073,1123,3405,12604,7842,705,2778,11328,3746,182,1513,5445,821,20,698,1537,38715,9642,32518,80878,13,200,6479,6689,424,1396,4153,5972,4824,2810,4592,12230,7437,2165,4255,13853,8406,1772,4950,15128,8321,1086,4619,14028,7059,545,4657,12261,2657,119,3278,6058,350,14,1644,2012,39491,10110,38634,88232,16,314,13386,13716,641,2348,8959,11941,8462,5448,9419,23329,14023,4269,7794,26086,16201,3573,8991,28763,16391,2205,8030,26630,14900,1249,7439,23585,6401,305,4794,11503,1174,33,2340,3553,78206,19749,71154,169110
314,4,67,6202,6270,211,914,4474,5597,4652,2744,3914,11310,8646,1828,2540,13020,8421,1360,2279,12066,6648,665,1649,8961,5038,280,1056,6370,1772,55,491,2320,333,11,244,586,35717,7932,22854,66497,7,142,5812,5964,435,1362,3812,5603,6197,2871,3665,12733,9420,1833,3148,14401,8504,1299,3160,12962,6427,577,2548,9557,4342,204,2355,6894,1152,33,1441,2626,157,3,795,951,36637,8323,26729,71686,14,207,12010,12231,645,2275,8280,11205,10845,5615,7579,24041,18065,3664,5690,27419,16927,2662,5447,25035,13074,1239,4201,18515,9376,482,3403,13265,2924,87,1935,4948,486,9,1041,1537,72349,16249,49589,138191
315,5,55,1907,1964,59,527,1498,2081,1191,1495,1871,4562,1782,1055,1287,4124,2125,817,1499,4435,2007,495,1474,3976,1261,169,1058,2490,516,29,445,992,86,8,118,207,9045,4645,11145,24832,0,117,1669,1787,129,714,1324,2169,1579,1632,1839,5050,1990,1039,1252,4283,2239,791,1331,4365,1892,383,1190,3464,1028,111,854,1989,289,19,528,840,35,11,206,246,9187,4818,10195,24196,6,168,3572,3751,189,1233,2823,4248,2770,3130,3708,9610,3771,2093,2536,8405,4367,1605,2824,8800,3900,878,2665,7444,2291,283,1909,4483,810,51,972,1830,121,14,326,461,18229,9459,21345,49035
316,0,91,9398,9496,226,997,6142,7365,4872,3498,6188,14565,10698,2980,4463,18139,12475,2681,5060,20212,12729,2054,4730,19512,12625,1169,3640,17429,6751,320,1975,9050,1579,36,1031,2640,61961,13814,42621,118397,13,176,8918,9112,434,1566,5340,7334,6882,3884,5646,16414,12349,3003,5524,20879,13750,2907,7345,23998,13194,1860,7197,22257,11602,858,6360,18822,4778,172,4952,9899,768,23,2823,3620,63769,14448,54113,132329,17,273,18318,18605,658,2560,11481,14697,11760,7380,11838,30974,23045,5982,9988,39017,26219,5586,12408,44210,25924,3909,11923,41765,24230,2029,9993,36253,11527,491,6928,18949,2343,56,3853,6259,125727,28267,96739,250730
317,6,72,4416,4495,202,756,3116,4067,3280,1740,3193,8216,4852,845,1907,7601,5103,779,2056,7937,5046,485,1729,7261,4151,235,1194,5582,2178,68,745,2991,539,9,379,929,25364,4980,18730,49076,13,152,4003,4172,402,1053,2784,4239,4211,1679,2996,8889,5251,840,2454,8549,5478,766,2770,9015,5045,444,2594,8085,3798,188,2456,6442,1615,33,2122,3767,230,12,1262,1501,26049,5162,23440,54652,22,227,8423,8674,601,1808,5897,8305,7498,3415,6187,17100,10104,1688,4357,16144,10584,1549,4824,16952,10094,926,4322,15349,7948,424,3649,12023,3792,94,2862,6753,771,17,1640,2432,51414,10147,42172,103729
318,3,112,6700,6815,233,1490,5274,7002,4189,3375,5131,12688,6633,2041,3459,12143,7326,1525,3663,12515,7049,1044,3295,11382,5452,452,2333,8237,2464,114,1127,3703,557,16,433,1008,33910,10171,31417,75496,10,288,6094,6396,480,2008,4586,7072,5697,3586,4834,14111,7702,2129,3884,13717,7907,1634,4192,13732,7035,934,3706,11674,4699,312,2967,7979,1764,64,2388,4214,234,16,1195,1446,35525,10973,33845,80351,11,402,12793,13211,710,3503,9860,14069,9883,6956,9964,26799,14338,4171,7343,25859,15236,3155,7855,26250,14081,1976,7003,23060,10151,768,5302,16221,4224,184,3513,7918,797,33,1636,2460,69437,21142,65267,155849
