SA4_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
203,239,891,1271,1377,1659,1846,2871,2127,1310,13597,180,1075,1752,2031,1996,1921,1822,828,458,12057,78,949,1921,1887,2003,1641,1110,444,202,10230,30,780,1985,1760,1978,1511,695,275,131,9142,13,469,1991,1681,1823,1366,489,180,130,8137,3,125,1495,1228,1168,821,222,64,39,5166,7,45,898,956,1012,665,147,56,22,3807,0,13,366,607,653,448,103,31,13,2238,0,9,328,646,620,379,112,47,22,2157,15,12,87,299,322,187,117,60,25,1128,756,596,1103,1123,1295,1381,1485,1276,1085,10102,8363,8475,17444,18239,18979,18329,14941,8547,4657,117970,7004,1353,1795,1745,1682,2545,1119,413,307,17974,4637,1306,809,952,807,1101,757,283,101,10749,1730,2540,1992,1773,1873,2699,2750,1389,473,17218,674,1616,1682,1817,2054,2953,5429,3811,1254,21290,584,1724,1960,1903,2434,2838,4711,3250,1802,21205,450,2064,2618,2687,2741,3051,3388,1601,687,19282,200,1986,3388,2916,3095,2890,2255,948,391,18079,105,1707,4119,3420,3700,3227,1652,598,225,18751
204,180,418,713,841,1070,1319,1939,1415,809,8701,146,548,1014,1170,1293,1337,1222,548,302,7588,82,601,1082,1136,1377,1221,631,279,131,6545,34,407,1011,1097,1349,1090,441,157,82,5671,15,222,890,845,1187,966,302,114,69,4620,3,60,561,640,735,560,166,32,12,2775,0,12,300,430,568,442,86,34,13,1884,4,4,117,267,348,255,57,25,7,1080,0,4,111,235,303,203,61,24,4,941,3,8,41,101,145,124,77,45,20,559,665,360,720,820,992,1157,1202,916,693,7528,4909,3914,8811,10058,12040,12854,10378,5576,2840,71384,3801,489,722,791,939,1607,788,269,83,9498,2427,427,405,490,514,713,505,176,59,5717,882,888,1079,1060,1237,2027,1947,848,267,10238,384,578,931,1113,1388,2276,4395,2611,831,14503,451,742,1012,1156,1631,2191,3553,2247,1138,14131,405,1030,1477,1600,1867,2230,2372,1080,477,12541,270,1329,1932,1892,2283,2260,1483,617,224,12291,151,1166,2336,2229,2786,2439,1142,371,152,12783
205,250,674,1306,1435,1798,2232,3501,2340,1354,14890,193,906,1774,1883,2130,2168,2029,932,520,12545,86,932,1746,1668,1968,1790,1121,498,194,10003,26,644,1498,1478,1808,1484,712,275,132,8048,17,329,1359,1153,1526,1219,481,232,98,6414,3,109,853,745,922,729,212,58,28,3657,0,34,439,553,755,598,119,42,12,2551,0,11,188,341,438,337,75,26,4,1428,0,3,160,288,387,300,98,38,10,1291,18,13,76,141,208,162,86,50,34,798,907,656,1222,1270,1601,1957,2022,1625,1070,12337,7394,6639,14612,15166,18570,20800,17673,9486,4489,114826,6015,874,1352,1314,1777,3056,1263,465,175,16286,3728,751,721,773,914,1421,861,327,125,9626,1433,1634,1961,1985,2357,3732,3312,1587,478,18477,639,1024,1688,1934,2507,3929,7921,4453,1197,25303,681,1184,1924,2094,2758,3729,6107,3828,1904,24211,499,1663,2506,2581,3036,3495,4037,1830,769,20424,241,1882,2996,2706,3215,3237,2484,1137,370,18269,99,1520,3320,2995,3556,3337,1792,606,238,17466
206,353,2633,3503,1602,1685,1846,2450,2393,1378,17844,350,2892,4673,2260,1905,1703,1575,855,457,16671,246,2696,5436,2428,2009,1618,1225,521,206,16386,143,2868,8069,3021,2403,1990,1136,385,172,20180,107,2243,11329,3909,2924,2063,1031,275,122,24006,31,886,9684,3730,2510,1686,692,156,72,19453,32,285,7097,4087,2562,1740,560,132,62,16554,9,127,3888,3069,2035,1221,385,122,52,10915,26,114,5036,5180,3276,1920,595,162,89,16392,24,89,1284,3659,2907,1528,665,223,109,10492,1537,3415,8395,4281,3091,2642,1992,1530,1260,28136,14754,35890,82124,44880,33541,26459,17939,11181,5790,272543,13614,15416,10205,4525,3249,2974,1789,910,389,53070,5105,4093,2177,1447,1207,1208,843,553,184,16823,2441,7066,5437,2833,2743,3131,2520,2238,779,29200,1013,5177,5383,2736,2747,3182,4464,4235,1824,30752,669,4896,6387,2719,2921,3205,4192,3541,1954,30476,655,5296,8602,3578,3058,2833,2782,1493,709,29001,431,4800,10216,4237,3362,2861,2233,963,365,29467,287,5156,15265,5687,4354,3552,2206,754,317,37570
207,183,1007,1126,1083,1472,1387,2146,2183,1404,11986,140,1013,1600,1466,1872,1550,1907,1298,750,11587,64,927,1839,1516,1924,1579,1462,841,428,10574,31,1006,2463,1755,2099,1686,1167,603,329,11134,10,855,3207,1965,2377,1857,1004,405,232,11914,3,266,2503,1691,1833,1393,617,258,152,8714,0,101,1766,1688,1892,1285,483,189,125,7528,7,22,918,1220,1368,969,325,125,71,5031,9,24,1174,2138,2054,1226,447,197,120,7387,7,30,335,1612,1847,875,399,189,134,5432,718,757,1425,1185,1364,1242,1344,1437,1622,11092,12087,13803,24381,23716,26420,21461,17148,11908,7094,158013,13654,6152,4989,3794,3586,3638,2240,1081,449,39585,5573,3077,1155,1220,1284,1382,1117,602,256,15684,1962,4186,2226,1709,1929,2326,2397,1985,701,19420,646,2639,2018,1581,1900,2106,3711,3745,1539,19886,398,2098,2152,1647,2188,2188,3328,3263,1944,19196,305,2144,2923,2127,2672,2503,3096,2284,1117,19168,118,1897,3577,2367,2953,2629,2616,1602,696,18464,87,1982,4939,3059,3488,2954,2337,1205,565,20622
208,147,986,1192,1375,1726,1760,2799,2446,1778,14217,122,969,1652,1934,2230,1924,2129,1287,842,13081,71,961,2052,2056,2358,1924,1482,712,480,12100,31,1047,3002,2305,2742,2098,1160,505,345,13246,27,758,3798,2653,2952,2262,991,390,266,14095,10,262,2888,2272,2351,1633,588,194,138,10331,9,106,2118,2358,2269,1498,476,168,139,9132,3,34,1106,1630,1601,1082,318,120,75,5973,3,31,1333,2780,2522,1243,422,158,120,8616,8,15,403,1949,1916,856,353,210,134,5847,753,799,1745,1709,1850,1570,1599,1580,1774,13381,11304,12623,27074,29702,30631,24027,18237,11732,8064,173391,12082,4570,4179,3727,3090,3000,1864,866,512,33880,5922,2731,1005,1197,1221,1289,1046,498,238,15140,1799,3506,2016,1827,1970,2357,2425,1854,849,18605,626,2220,1831,1744,2054,2491,4383,3774,1731,20857,410,2021,2063,2001,2484,2810,4405,3674,2449,22329,310,2052,2854,2611,3042,3008,3571,2197,1263,20907,155,1963,3820,3051,3504,3210,2642,1366,793,20506,87,2009,5742,3906,4463,3838,2316,956,589,23905
209,252,1436,2247,2329,2531,2497,3506,2814,1576,19179,210,1546,3225,3251,3053,2553,2035,990,550,17411,126,1605,3808,3311,3381,2369,1338,497,208,16646,67,1518,4434,3563,3462,2309,851,293,148,16658,22,919,4641,3489,3393,2253,595,207,86,15614,10,273,3240,2624,2327,1398,313,85,42,10300,7,68,2055,2205,1872,1072,210,50,24,7565,0,16,847,1381,1195,723,136,36,5,4342,3,24,768,1614,1226,713,155,30,19,4555,16,22,165,618,624,311,143,65,17,1977,1251,1163,2629,2232,2194,2002,1884,1570,1351,16277,14170,16738,38654,36458,33805,28117,19953,11750,5632,205282,13736,4949,6503,4615,3973,4816,2468,992,383,42429,7197,3024,1797,1851,1539,1680,1192,515,220,19006,2765,4676,4394,3759,3374,3979,4008,2535,701,30191,877,3049,3447,3199,3423,4382,7899,5702,1656,33636,771,2868,3888,3482,3804,3833,5704,4247,2221,30818,615,3257,5350,4646,4466,4043,3769,1860,818,28822,332,3291,7253,5587,5391,4276,2725,1102,380,30346,186,3145,9451,6931,6605,4939,2109,608,272,34241
210,202,1012,1733,1677,1878,1784,2607,2286,1232,14418,163,1125,2340,2374,2265,1653,1296,687,433,12346,101,1192,2618,2387,2354,1545,805,342,157,11503,55,1017,3084,2394,2479,1482,509,180,95,11288,18,667,2979,2361,2216,1382,366,133,46,10173,3,187,2044,1651,1478,862,147,33,20,6411,3,49,1293,1276,1154,618,104,28,13,4531,3,21,544,845,737,401,61,7,8,2616,3,10,521,901,752,340,70,28,8,2627,6,19,135,348,330,145,57,28,15,1081,1001,843,1998,1751,1690,1479,1486,1199,796,12243,11237,11668,27571,25726,24652,19115,14124,8940,4063,147096,10979,3194,5010,3739,3234,3470,1787,780,262,32458,5490,2238,1300,1329,1131,1109,849,409,147,14009,2210,3153,3644,3328,3286,3318,3047,1923,553,24469,734,2101,2778,2716,3161,3550,6037,4439,1328,26840,579,2104,2973,2631,2944,2767,4192,3448,1725,23358,436,2445,3994,3541,3440,2706,2494,1315,666,21030,267,2564,5131,4160,3955,2919,1646,754,314,21705,157,2326,6805,4999,4962,3258,1247,420,184,24351
211,340,1424,1872,2413,2857,2866,4605,3335,1891,21602,264,1630,2811,3093,3689,3139,2962,1398,831,19820,155,1715,3230,3252,3834,2934,1817,736,308,17968,73,1599,4081,3383,4113,2897,1124,392,218,17878,25,959,4317,3392,3862,2905,884,255,120,16715,6,267,2996,2430,2571,1738,420,78,39,10542,3,82,1817,2069,1991,1411,273,85,31,7762,3,24,715,1262,1334,889,155,27,22,4430,5,9,708,1536,1379,763,189,55,25,4667,15,19,165,560,542,313,132,73,33,1842,1030,814,1794,1838,2007,1903,1951,1734,1542,14609,15434,14911,32387,34854,36924,32439,24276,13136,6801,211158,14552,3166,4073,4188,3920,5217,2746,1087,487,39433,8402,2715,1528,1902,1706,2215,1498,552,175,20696,3060,3979,3132,3320,3078,3965,4317,2173,661,27683,1062,2639,2596,2946,3320,4118,8068,5426,1728,31903,1030,2705,2874,3336,3999,4380,7390,5141,2633,33491,809,3375,4267,4224,5060,4853,5444,2599,1197,31830,392,3585,5964,5167,5920,5107,3621,1613,539,31912,186,3410,8332,6600,7422,5943,2864,946,397,36110
212,448,2189,3542,3569,3580,3519,5283,4140,2260,28537,403,2590,5207,4969,4679,3410,2830,1459,768,26322,210,2502,6041,5376,5300,3450,1671,762,341,25650,103,2220,6707,5263,5255,3254,1142,408,195,24547,31,1327,6484,4795,4636,2929,780,289,142,21399,5,386,3836,3215,2813,1650,355,106,65,12427,11,127,2239,2439,2219,1175,253,71,39,8579,4,37,979,1476,1311,777,134,48,22,4784,5,35,875,1713,1442,737,177,61,25,5076,29,43,217,630,656,341,159,100,49,2225,1858,1846,3786,3113,3091,2738,2615,2202,1801,23050,24123,27727,58222,52854,48805,39657,28990,17225,8254,305863,25765,11589,12137,8615,7206,8550,4352,1847,677,80739,10861,4912,2838,2587,2377,2508,1883,806,228,28998,4314,7186,6746,5878,5312,6459,5954,3589,1077,46513,1597,4739,5509,4971,5153,6527,11941,8261,2560,51257,1322,4606,5961,5303,5480,5683,8547,6404,3213,46520,1072,5406,8706,7398,7077,5651,5343,2827,1187,44677,621,5748,12120,9738,9252,6568,3626,1630,626,49918,301,5137,15390,11724,11086,7332,2854,921,361,55108
213,421,1915,3724,3540,3249,3302,4417,3167,1757,25495,272,2232,5257,4868,4262,2919,1948,887,494,23152,176,2378,6125,5363,4520,2815,1141,440,157,23111,101,2153,7164,5557,4606,2713,702,212,115,23317,32,1301,7220,5282,4275,2487,507,156,71,21324,4,374,4625,3801,2803,1460,224,38,21,13354,3,96,2895,3038,2161,1032,144,24,16,9402,9,34,1372,1900,1387,620,77,19,11,5423,3,35,1395,2412,1498,624,76,30,11,6085,12,37,317,954,719,230,83,36,18,2410,1882,1928,4788,3954,3375,2845,2427,1639,1113,23955,20898,23892,64081,57022,45971,36570,23107,12204,5539,289288,21255,7363,12227,8591,6768,8028,3659,1338,529,69759,9399,4111,2957,2762,2085,2135,1476,640,180,25745,3946,6573,7199,6156,5542,6912,5296,2605,725,44947,1351,4394,5812,5024,5009,6644,10724,6113,1674,46736,1168,4099,6235,5305,4965,5285,7305,4782,2392,41537,797,4718,8816,7330,6410,4916,3884,1626,729,39234,487,5110,11989,9404,7878,5356,2533,929,297,43992,287,4675,15893,11785,9655,6235,1876,446,208,51071
214,248,770,1143,1483,1660,1894,3460,2338,1190,14174,167,1025,1763,2023,2209,1892,2139,1055,570,12835,123,1031,1978,2041,2264,1777,1201,568,228,11212,56,871,2039,1882,2330,1781,800,356,143,10260,23,401,1957,1749,2134,1579,568,222,110,8744,0,109,1262,1210,1345,918,313,76,49,5281,3,27,671,952,1080,729,179,74,21,3742,0,18,285,574,692,450,141,50,25,2233,0,7,237,582,640,436,156,81,18,2155,4,14,76,296,365,233,186,84,33,1283,743,624,1183,1326,1461,1538,1813,1540,1161,11390,8262,7747,16562,18877,20793,19457,17406,9878,4721,123705,6911,1201,1639,1897,1929,2785,1501,560,215,18641,4379,1027,743,880,843,1045,908,332,171,10341,1528,1794,1767,1803,1788,2536,2732,1553,429,15925,635,1280,1457,1753,2042,2778,5836,4026,1296,21115,674,1395,1654,2073,2475,2911,5519,3720,1721,22140,540,2038,2487,2710,3064,3000,3843,2066,880,20627,401,2219,3351,3094,3466,3089,2482,1202,462,19762,168,1931,4297,3761,4341,3618,1986,779,299,21172
215,126,390,650,772,959,1148,1665,1457,811,7977,119,510,1015,972,1197,1069,907,533,395,6725,75,538,1033,1014,1215,1023,538,286,140,5849,29,382,894,838,1093,949,334,148,67,4727,10,247,732,655,925,722,250,118,66,3723,0,88,453,471,518,407,128,30,18,2119,0,23,278,331,443,337,67,30,14,1523,0,11,97,185,245,206,44,18,3,802,0,4,63,156,219,151,47,28,9,677,5,7,47,75,113,122,54,30,20,481,569,380,752,715,921,1092,1055,925,609,7014,4381,3792,8149,8259,10179,10565,8529,5575,3034,62466,3443,447,799,681,832,1252,576,280,104,8399,2237,364,370,405,436,619,394,184,101,5118,853,878,1121,1053,1301,1754,1620,846,318,9742,348,541,978,1036,1369,2033,3881,2558,1020,13763,363,720,1054,1219,1595,2080,3089,2298,1155,13570,336,1013,1551,1429,1780,1873,1860,1036,557,11438,166,1189,2047,1700,2119,2037,1172,617,254,11304,83,980,2171,1880,2281,2211,874,311,130,10918
216,152,337,597,636,806,891,1350,1087,633,6487,117,454,861,899,1015,966,818,433,262,5829,78,473,913,888,1046,852,469,226,93,5035,26,323,788,823,1002,723,266,136,52,4145,6,184,700,672,819,623,198,78,47,3331,8,57,440,384,501,347,81,26,11,1851,0,26,234,278,378,244,55,18,13,1246,0,7,86,160,220,150,31,16,6,679,0,9,66,145,182,128,42,21,8,604,8,8,42,73,102,86,56,29,12,420,496,284,645,645,783,880,978,795,540,6050,3989,3233,7201,7501,8852,8816,7341,4495,2213,53639,3009,431,709,647,737,1143,570,228,66,7537,2146,305,325,349,367,519,354,132,48,4544,775,709,926,915,989,1357,1368,742,227,8013,344,504,807,935,1165,1647,3324,2172,637,11528,398,600,880,982,1260,1547,2475,1823,906,10868,327,836,1244,1286,1496,1586,1629,852,387,9643,177,1035,1633,1451,1703,1621,988,488,192,9284,78,847,1866,1679,1995,1690,705,288,93,9235
217,139,367,498,645,820,930,1338,1115,694,6544,117,420,752,862,1049,935,823,496,238,5693,48,420,761,792,993,827,501,230,97,4678,19,303,713,727,979,788,303,117,57,4003,19,158,623,589,837,648,238,79,50,3241,0,56,364,377,498,388,100,39,12,1834,0,12,181,252,369,264,81,28,9,1206,0,9,78,137,220,158,47,14,9,678,0,6,84,138,197,155,59,26,15,681,3,3,32,81,121,108,68,28,6,448,456,257,470,536,702,844,845,714,482,5309,3680,3015,6232,6960,8831,9101,7140,4321,2260,51535,2649,336,511,576,677,1106,505,177,76,6610,2048,347,313,372,434,585,403,128,48,4678,683,666,841,833,968,1483,1369,697,261,7805,362,478,736,852,1086,1634,2815,1797,585,10340,344,629,729,942,1235,1570,2437,1726,946,10547,298,795,1103,1212,1518,1613,1621,883,375,9413,143,959,1437,1340,1625,1541,1038,464,170,8726,85,847,1762,1542,1938,1766,794,246,114,9092
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,3,27,50,63,48,35,30,12,5,272,9,45,70,47,20,21,12,0,3,224,7,29,59,33,12,19,8,3,0,162,3,16,60,26,21,6,5,0,0,136,0,15,57,18,19,9,3,0,0,118,0,4,33,16,10,9,0,0,0,70,0,0,17,14,9,6,0,0,0,41,0,0,16,4,4,4,0,0,0,28,0,0,14,8,3,5,0,0,0,30,0,0,7,12,5,0,0,0,0,23,28,83,142,97,55,65,33,13,10,526,178,453,795,479,347,352,204,49,28,2883,98,161,195,116,67,94,28,5,0,760,48,60,72,42,37,28,12,0,0,306,76,157,252,219,165,107,45,8,3,1020,16,76,109,119,108,111,119,21,8,690,8,54,121,122,110,98,97,41,5,655,17,74,122,71,55,47,28,6,3,423,15,65,123,72,52,38,13,0,0,381,4,33,136,74,62,30,22,3,0,365
301,260,576,754,937,1086,1258,2251,1584,839,9546,253,729,1215,1461,1466,1374,1295,659,342,8796,144,934,1467,1583,1780,1322,823,312,122,8488,64,751,1688,1701,1951,1416,514,180,75,8349,16,417,1701,1774,1959,1365,372,116,55,7770,6,172,1120,1257,1374,767,178,51,15,4933,3,53,767,1080,1280,706,114,35,10,4042,4,16,362,697,677,389,74,16,12,2244,0,13,324,815,837,410,104,26,7,2539,6,11,79,323,358,164,74,27,16,1059,426,324,672,754,816,812,825,745,728,6105,7015,5989,12745,15726,16863,14726,11095,5813,2985,92945,5726,951,1255,1454,1584,2203,966,342,101,14584,3629,683,458,625,592,937,585,183,67,7762,1730,1327,1122,1204,1155,1857,1908,901,320,11514,770,976,950,1113,1271,2088,4346,2631,803,14949,604,1027,1130,1289,1546,1979,3699,2414,1176,14846,628,1384,1659,1815,1958,2122,2488,1205,515,13774,350,1846,2420,2286,2553,2224,1698,693,240,14314,177,1618,3378,3009,3312,2762,1258,396,137,16041
302,203,593,797,767,796,915,1807,1506,931,8314,188,779,1270,1174,1111,1031,1150,715,460,7880,95,968,1594,1309,1198,1015,719,324,154,7382,42,953,2064,1514,1455,1088,431,173,112,7845,13,643,2349,1699,1627,1169,341,155,83,8071,3,234,1809,1377,1278,762,165,54,36,5722,3,86,1327,1417,1127,652,108,42,18,4787,0,27,675,835,741,367,66,21,14,2745,0,12,719,1146,869,374,70,37,16,3246,3,8,122,381,291,144,55,50,46,1097,342,481,1004,801,763,657,606,704,873,6222,5620,7097,16802,15469,13887,11529,8600,5819,3436,88246,4582,1156,1774,1576,1323,1691,776,301,157,13337,2837,797,538,584,556,667,451,178,74,6679,1411,1409,1260,1070,1029,1346,1311,812,267,9913,544,1082,1134,1006,1037,1459,2804,2246,769,12073,439,1108,1334,1149,1250,1522,2964,2293,1297,13357,433,1575,1990,1637,1591,1626,2023,1245,623,12734,222,1841,2937,2089,1923,1760,1367,679,273,13094,125,1852,4147,2782,2611,2095,1011,395,188,15213
303,386,1210,1702,1262,1290,1358,2069,1821,1164,12251,298,1409,2393,1848,1701,1374,1398,781,485,11681,129,1369,2670,2019,1871,1319,879,404,189,10850,67,1379,3273,2276,2082,1474,679,216,127,11568,18,989,3851,2639,2326,1554,466,147,88,12077,13,404,2740,2068,1681,1036,250,71,40,8288,6,132,1969,2020,1714,996,167,52,45,7096,0,42,1075,1307,1110,610,105,33,17,4292,0,22,1193,1690,1400,699,127,56,25,5210,3,9,250,720,627,284,115,54,23,2088,637,958,1926,1353,1260,987,933,890,982,9930,10241,14926,30830,24930,21778,17534,11865,7083,4150,143334,9384,5520,5700,3195,2588,3212,1497,516,181,31793,4577,2096,1205,1052,894,1206,742,236,89,12097,2536,3632,3038,2038,1736,2304,1991,1065,322,18654,1025,2583,2835,1854,1805,2273,3984,2954,1127,20440,755,2442,3150,2009,2030,2259,3478,2707,1582,20411,632,2838,4278,2827,2528,2235,2494,1425,669,19917,293,2822,5329,3493,2939,2331,1738,825,324,20098,173,2802,6887,4503,3876,2910,1476,479,214,23307
304,202,660,563,628,628,616,1100,781,452,5625,132,753,955,903,847,758,982,429,252,6000,75,631,874,930,899,743,662,259,110,5178,37,601,1090,1020,1074,858,559,237,90,5558,15,506,1423,1241,1261,919,460,138,77,6048,12,191,1137,1100,1077,697,282,72,33,4605,3,70,930,1137,1122,768,210,57,27,4324,0,30,453,780,762,486,121,42,19,2704,3,27,506,1177,1130,598,181,65,33,3717,3,7,125,540,609,365,145,71,33,1897,310,486,610,529,574,462,490,509,808,4777,6918,8124,11098,13048,12475,9885,7579,3841,2375,75348,6143,3004,1760,1650,1284,1327,716,276,112,16279,3436,1370,459,593,539,620,486,173,49,7720,1799,2279,968,916,743,934,1042,506,201,9384,618,1546,798,790,723,868,1672,1086,409,8508,413,1302,1030,884,877,924,1745,1161,593,8939,288,1416,1633,1218,1115,1150,1690,830,359,9692,170,1261,1583,1350,1288,1157,1201,526,212,8741,106,1248,2100,1614,1637,1493,1180,466,161,10001
