SA4_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
317,14750,1267,414,167,52,16649,16831,640,198,97,62,17825,7162,2889,1279,62,62,11453,626,506,202,3,7,1348,2686,512,221,36,24,3476,74,85,64,0,3,234,415,74,43,56,16,614,153,42,19,4,3,222,11121,4116,1825,159,125,17347,172,297,94,0,14,572,932,269,101,25,108,1438,43804,6595,2635,439,359,53834
318,19168,789,619,582,69,21230,25694,647,554,75,64,27026,11159,3339,2930,23,49,17503,2087,795,502,6,6,3391,4465,704,551,45,36,5798,169,84,159,3,0,415,1870,130,147,81,25,2245,404,66,53,8,8,535,20149,5104,4341,164,122,29882,503,150,34,13,12,709,1566,271,212,46,97,2189,67086,6960,5764,883,355,81043
319,39578,1270,524,1377,152,42902,29560,400,228,204,132,30527,12989,2302,1626,74,74,17057,1383,1111,400,4,9,2903,6960,581,466,106,75,8194,180,208,181,0,4,582,1015,129,138,410,39,1726,654,71,63,38,12,839,23167,4394,2881,638,220,31297,760,269,122,22,18,1194,2588,332,208,179,130,3438,95658,6661,3971,2420,651,109362
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,31177,5207,1934,104,93,38518,29651,4447,2045,48,104,36306,6291,4664,5808,40,50,16847,658,1294,1139,4,13,3108,4332,2323,2325,53,67,9095,202,504,450,5,7,1165,344,162,223,22,7,752,287,108,96,3,0,490,12107,9056,10032,124,142,31464,638,977,460,7,18,2106,1280,573,424,21,68,2372,74864,20266,14906,298,425,110763
402,37798,2510,558,244,56,41163,56764,4281,688,44,127,61916,14054,4945,1822,23,55,20895,4585,4467,737,6,16,9814,8072,1579,630,29,33,10344,797,680,205,0,4,1689,1483,251,125,68,9,1937,389,122,56,6,5,578,29384,12043,3584,135,116,45261,960,930,165,4,14,2071,2746,705,217,23,42,3737,127648,20470,5211,443,363,154138
403,36791,4548,1615,204,85,43244,47659,4359,1258,43,107,53431,10022,4030,2658,31,60,16806,2490,2560,855,3,12,5919,6422,1829,1134,21,39,9441,519,572,325,0,4,1421,363,136,96,84,16,692,304,124,64,6,3,503,20111,9251,5131,145,134,34776,685,1099,558,6,35,2381,1998,697,324,12,36,3070,107245,19951,8895,411,402,136899
404,22845,4129,1007,92,55,28128,21232,5364,1243,47,115,28003,5280,4234,3429,31,43,13012,2125,3868,1186,4,20,7199,4379,2160,1608,38,39,8224,295,709,188,0,3,1191,409,231,228,6,8,883,255,146,42,3,0,450,12749,11343,6683,76,112,30966,376,787,83,3,6,1252,1285,688,278,7,33,2295,58489,22310,9294,233,323,90651
405,16930,358,86,284,104,17760,13982,189,15,73,76,14340,3143,396,123,5,16,3688,710,557,103,0,9,1382,2989,131,40,30,30,3215,166,122,71,0,0,362,589,27,9,43,8,685,353,25,9,5,8,397,7945,1262,358,81,76,9720,374,154,42,11,4,581,866,88,43,32,28,1055,40101,2049,541,485,284,43454
406,8457,672,82,220,89,9522,7743,1009,40,52,43,8896,2203,827,325,8,12,3377,1373,1656,409,0,7,3448,1775,363,93,29,33,2297,247,84,38,0,0,371,935,183,62,48,38,1264,260,64,18,9,11,365,6800,3182,945,95,111,11125,181,31,19,18,7,245,652,219,55,52,20,996,23836,5100,1145,433,266,30781
407,25750,694,230,410,111,27194,22070,402,112,101,101,22790,6127,1145,882,21,39,8217,1514,933,273,0,3,2724,4620,284,209,45,41,5189,265,234,76,0,0,572,1223,98,59,92,34,1499,554,63,28,16,5,671,14305,2748,1521,167,124,18875,844,305,39,13,11,1206,1639,208,112,36,46,2039,64616,4362,2016,720,397,72101
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,18780,890,186,612,81,20544,22898,587,65,96,79,23724,6091,1134,311,9,18,7563,1073,916,150,0,3,2142,4603,466,88,37,28,5222,76,111,136,3,0,331,609,79,21,144,30,880,385,53,18,10,7,473,12828,2758,731,209,87,16616,379,176,141,15,8,718,1188,176,73,66,43,1552,56068,4587,1198,998,292,63149
502,9577,1445,246,260,19,11548,12508,537,137,20,27,13232,3955,924,221,8,9,5126,366,445,60,0,0,868,2238,369,108,12,3,2728,80,69,83,0,0,225,201,49,25,62,3,345,111,27,17,3,0,161,6947,1885,512,93,25,9459,358,345,313,5,3,1029,647,191,63,25,8,935,30043,4402,1269,400,83,36196
503,13802,2732,2594,21,35,19190,11839,2738,3868,29,36,18499,3344,2646,9232,43,42,15301,154,538,1080,4,5,1779,2200,1152,2616,10,18,5993,39,93,279,0,3,416,201,91,303,0,8,604,127,70,114,3,6,316,6055,4591,13619,63,86,24410,164,106,489,0,10,760,655,210,577,18,25,1482,32508,10369,21150,125,191,64349
504,20991,2049,290,190,43,23561,36662,3607,590,46,64,40972,6540,2759,1141,3,32,10473,1071,1341,308,0,4,2719,4729,1210,404,17,25,6382,123,179,30,3,5,342,453,131,56,26,8,668,253,74,22,0,0,351,13165,5698,1952,50,69,20936,278,204,16,4,6,509,1446,330,86,26,31,1921,72550,11885,2925,321,213,87895
505,43956,7694,969,256,31,52907,70631,12277,1061,36,124,84123,14713,8578,2137,13,49,25482,1612,2696,428,0,9,4750,8949,4142,713,24,35,13864,166,354,86,3,0,613,842,377,73,39,14,1342,443,199,29,3,3,676,26724,16347,3468,77,106,46723,688,974,191,0,6,1868,2590,1101,235,14,39,3986,144587,38395,5925,387,308,189599
506,39739,4796,975,190,67,45763,63231,6605,1520,74,91,71514,14352,6991,3227,24,98,24697,2524,2163,566,0,9,5266,9771,3047,956,28,55,13857,243,429,154,3,8,833,1005,314,88,102,23,1520,508,183,34,5,5,738,28397,13121,5025,168,199,46911,805,835,210,8,5,1866,2785,893,308,21,65,4069,134952,26255,8031,458,431,170129
507,34635,4798,881,299,57,40669,54791,4752,1171,86,134,60926,13464,3963,2060,25,53,19561,1784,1890,651,0,6,4334,7363,1827,621,32,24,9864,134,180,111,3,3,430,928,198,75,67,12,1277,375,99,41,3,0,531,24047,8164,3558,129,101,35994,459,545,282,6,3,1291,2265,587,231,20,124,3225,116196,18837,6113,543,418,142113
509,18616,305,38,359,147,19467,14544,92,15,94,106,14853,2989,287,75,11,13,3370,1568,462,103,9,7,2148,4177,149,27,35,33,4424,190,223,61,22,5,492,1574,102,24,84,39,1828,647,32,15,9,7,710,11144,1250,298,174,97,12964,470,95,0,34,12,604,1216,115,31,45,42,1449,45993,1853,379,703,409,49338
510,1485,54,34,613,40,2226,2897,120,64,64,26,3173,3114,558,515,33,17,4234,3486,499,163,14,36,4198,843,81,55,85,11,1079,464,16,20,8,10,508,5642,684,359,212,62,6962,318,28,21,29,17,416,13867,1866,1128,367,161,17398,174,12,9,27,13,242,554,95,63,138,48,906,18984,2147,1299,1220,285,23938
511,9900,492,55,630,102,11185,12327,460,48,111,51,12996,3672,1194,247,6,20,5139,1917,698,178,19,21,2832,2921,371,96,52,22,3464,185,118,40,3,3,350,1522,216,65,195,49,2044,383,42,12,29,9,470,10598,2634,640,297,122,14298,206,51,6,28,9,302,914,186,35,92,75,1299,33945,3820,777,1163,358,40067
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,26298,812,944,113,39,28213,28489,725,797,71,55,30136,6676,1321,2494,44,36,10570,2743,780,932,0,3,4467,5261,755,1344,63,44,7474,336,222,229,0,0,797,451,95,141,27,7,720,310,47,57,6,0,418,15784,3220,5202,149,96,24448,453,132,153,3,3,744,1598,203,234,25,34,2092,72613,5099,7335,356,224,85630
602,18742,580,423,140,82,19969,16725,381,242,54,62,17469,4643,789,1084,38,31,6588,1314,512,478,3,3,2312,3565,421,501,33,27,4552,205,230,120,0,0,562,578,108,79,26,9,801,321,37,33,6,6,404,10633,2101,2304,106,84,15227,374,95,17,3,7,491,1109,146,133,22,32,1433,47581,3308,3115,328,259,54587
603,6124,36,6,88,31,6287,4928,17,0,50,35,5027,646,34,14,10,4,705,95,16,36,0,0,143,1149,18,24,23,13,1226,28,10,17,0,0,58,229,5,10,16,7,260,154,4,9,4,0,172,2297,85,101,52,25,2566,120,3,4,3,3,134,374,7,10,10,3,409,13847,148,126,199,92,14412
604,15193,491,103,151,43,15979,13327,139,42,36,47,13596,3488,660,197,18,12,4369,1549,729,84,0,4,2367,3087,353,94,30,21,3574,254,134,61,0,0,447,548,67,40,52,12,712,267,45,17,9,0,331,9185,1976,485,110,43,11800,219,55,26,10,3,308,1032,163,34,18,19,1272,38956,2830,683,319,154,42950
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,5545,459,712,438,37,7193,12066,1022,1883,99,45,15110,3777,1469,4468,38,31,9785,1201,614,687,7,9,2518,2155,640,1237,50,34,4122,114,51,34,0,3,205,1326,144,580,88,41,2181,158,37,72,11,8,286,8728,2956,7086,200,129,19096,129,37,37,17,10,226,765,166,350,100,38,1420,27239,4646,10062,850,256,43043
702,2018,147,29,508,62,2760,3375,513,48,154,40,4133,1008,782,270,46,13,2116,4265,681,244,49,25,5257,741,230,89,85,35,1171,991,98,38,12,23,1163,2127,507,481,206,49,3370,426,72,22,30,12,563,9550,2363,1145,430,155,13639,247,29,8,51,9,348,676,149,81,174,44,1130,15862,3206,1308,1323,315,22013
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,31620,4906,1906,72,50,38555,42660,7688,4421,26,31,54832,7824,6017,9377,7,62,23285,4470,2469,1621,3,17,8581,4923,2434,2688,8,47,10100,231,230,179,3,17,653,1452,382,365,47,13,2251,284,112,70,0,0,471,19182,11634,14303,69,156,45346,334,387,223,0,7,952,1724,661,551,22,24,2984,95520,25278,21404,187,271,142664
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,349,14,27,3,3,401,279,11,11,0,3,299,73,0,5,3,0,84,57,26,30,0,0,116,130,16,13,3,0,164,26,0,0,0,0,26,94,16,25,0,0,132,30,0,3,0,0,38,412,58,72,10,5,552,44,0,0,3,0,48,42,4,8,3,3,58,1130,87,115,12,16,1360
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
